Chr,Start,End,GeneID,Homolog_Anolis,Homolog_Python,Homolog_Thamnophis,baseMean,log2FoldChange,lfcSE,pvalue,padj
scaffold-ma2,36143878,36152773,maker-scaffold-ma2-augustus-gene-120.9,LOC100552615,LOC103057400,LOC106543063,26.40509587,1.40096631,0.852022983,0.003421562,0.046840727
scaffold-ma2,37941595,37953474,maker-scaffold-ma2-augustus-gene-126.7,pde12,PDE12,PDE12,12.30224388,1.649229934,1.0881925,0.002882598,0.041626212
scaffold-ma2,44835370,44890130,augustus_masked-scaffold-ma2-processed-gene-149.3,LOC100553301,LOC103060470,LOC106554613,33.64405793,3.000686725,1.192755389,6.66e-05,0.003039934
scaffold-ma2,44848027,44848099,trnascan-scaffold-ma2-noncoding-Pseudo_ACA-gene-149.0,NA,NA,NA,238.9981179,1.762568191,1.052098842,0.001879368,0.031042582
scaffold-ma2,50505324,50520175,maker-scaffold-ma2-augustus-gene-168.9,mst1r,LOC103059873,LOC106553529,36.18960932,1.617938965,0.83630032,0.001403213,0.025772016
scaffold-ma2,50505324,50520175,maker-scaffold-ma2-augustus-gene-168.9,mst1r,LOC103059873,LOC106553529,50.06079999,2.698123627,0.918933079,4.48e-05,0.002239285
scaffold-ma2,58617199,58646212,augustus_masked-scaffold-ma2-processed-gene-195.2,LOC100553431,LOC103067319,LOC106546285,101.7946873,2.088797115,0.592870418,1.34e-05,0.000898389
scaffold-ma2,63638536,63685105,augustus_masked-scaffold-ma2-processed-gene-212.6,nktr,NKTR,NKTR,85.45351752,-1.924062315,0.876704347,0.000561052,0.013686872
scaffold-ma2,64989706,65012565,maker-scaffold-ma2-augustus-gene-216.5,sar1b,SAR1B,LOC106540090,281.8224921,-1.55633986,0.747654979,0.001090016,0.021824576
scaffold-ma2,64989706,65012565,maker-scaffold-ma2-augustus-gene-216.5,sar1b,SAR1B,LOC106540090,1177.848922,-1.966091356,0.807096484,0.000311976,0.009215737
scaffold-ma2,65367397,65376018,maker-scaffold-ma2-augustus-gene-218.5,ube2b,UBE2B,UBE2B,68.86839228,1.890344836,0.655446071,0.000106043,0.004160867
scaffold-ma2,67941121,67958873,maker-scaffold-ma2-augustus-gene-226.7,ccni,LOC103061153,CCNI,10.39711876,2.779937122,1.71511834,0.000155316,0.005589838
scaffold-ma2,73079963,73082171,maker-scaffold-ma2-augustus-gene-243.6,dusp1,DUSP1,DUSP1,140.1213142,1.719478075,0.618442479,0.00016124,0.005706925
scaffold-ma2,76495007,76526697,maker-scaffold-ma2-augustus-gene-255.5,spdl1,SPDL1,SPDL1,45.51124516,2.493105903,1.057193231,0.000197711,0.006536255
scaffold-ma2,84164221,84189544,augustus_masked-scaffold-ma2-processed-gene-280.1,tecr,TECR,TECR,21.92286433,-1.569283221,1.052089442,0.003431875,0.046940556
scaffold-ma2,84350062,84351886,maker-scaffold-ma2-augustus-gene-281.12,LOC107982405,NA,LOC106544426,73.90139593,1.156372284,1.571826908,0.001234808,0.023543422
scaffold-ma2,93298683,93305819,maker-scaffold-ma2-augustus-gene-311.14,wbp2,WBP2,WBP2,402.2367934,1.015195767,0.424686013,0.000942024,0.019673613
scaffold-ma2,93463924,93488648,maker-scaffold-ma2-augustus-gene-311.18,LOC103277829,LOC103050462,LOC106556138,14.20489188,2.143930263,1.229797266,0.000886724,0.018770995
scaffold-ma2,94400459,94433459,maker-scaffold-ma2-augustus-gene-314.12,gga3,GGA3,GGA3,6.600570113,1.494849388,1.496620401,0.003373972,0.046438933
scaffold-ma2,97098855,97110644,maker-scaffold-ma2-augustus-gene-323.7,csnk1d,CSNK1D,CSNK1D,60.21191522,2.014727938,0.713557084,0.000113541,0.004377674
scaffold-ma2,98102534,98141653,maker-scaffold-ma2-augustus-gene-327.5,pgs1,PGS1,PGS1,6.643669553,1.641685529,1.569818758,0.002102816,0.033684081
scaffold-ma2,98084571,98087674,maker-scaffold-ma2-augustus-gene-327.7,socs3,SOCS3,SOCS3,28.34618557,2.54121379,0.991472651,0.000124215,0.004683659
scaffold-ma2,100787216,100794123,maker-scaffold-ma2-augustus-gene-336.7,nptx1,NPTX1,LOC106538741,39.09455581,1.422282351,1.673267117,0.000914874,0.019209886
scaffold-ma2,108868402,108882340,augustus_masked-scaffold-ma2-processed-gene-363.0,suox,SUOX,SUOX,11.46526194,2.953181764,1.769356123,9.02e-05,0.003735927
scaffold-ma2,110254151,110265646,maker-scaffold-ma2-augustus-gene-367.6,grasp,GRASP,GRASP,5.837197367,1.601314353,1.56680365,0.00222776,0.035131302
scaffold-ma2,111167724,111182138,maker-scaffold-ma2-augustus-gene-370.8,gpd1,GPD1,GPD1,53.60832928,-3.119859903,0.795888839,1.64e-06,0.000181002
scaffold-ma2,113861153,113864934,maker-scaffold-ma2-augustus-gene-379.6,hlf,HLF,HLF,466.9003456,-2.047777017,0.921920614,0.000459835,0.011928085
scaffold-ma2,116190594,116203862,maker-scaffold-ma2-augustus-gene-387.14,cd63,CD63,LOC106550367,14.35594807,1.620024137,1.033953002,0.002809759,0.040804072
scaffold-ma2,122475202,122479898,maker-scaffold-ma2-augustus-gene-408.15,ddit3,DDIT3,DDIT3,173.5817128,1.62841693,0.773584262,0.000952253,0.019807372
scaffold-ma2,124041948,124049304,augustus_masked-scaffold-ma2-processed-gene-413.3,ntrk1,NTRK1,LOC106540381,134.6425309,-1.60655738,0.598458686,0.000230173,0.007389304
scaffold-ma2,124041948,124049304,augustus_masked-scaffold-ma2-processed-gene-413.3,ntrk1,NTRK1,LOC106540381,2396.461559,-1.707505273,0.628218096,0.000192863,0.006457013
scaffold-ma2,127445779,127466090,maker-scaffold-ma2-augustus-gene-424.14,LOC100567055,LOC103050098,LOC106550834,306.8207017,-2.752572262,0.834832216,1.67e-05,0.001075516
scaffold-ma2,127588576,127590749,maker-scaffold-ma2-augustus-gene-425.10,bcdin3d,BCDIN3D,BCDIN3D,11.54454103,-1.733406255,1.193169181,0.002641114,0.039009147
scaffold-ma2,130517796,130524368,maker-scaffold-ma2-augustus-gene-435.19,LOC100552508,LOC103048136,LOC106552511,8.027139575,1.373765712,1.526044087,0.003182123,0.044264841
scaffold-ma2,131202823,131210688,maker-scaffold-ma2-augustus-gene-437.12,LOC103280206,LOC103050218,TMEM184B,7.128695114,-2.42567689,1.487752153,0.000490871,0.012499595
scaffold-ma2,133719812,133778638,maker-scaffold-ma2-augustus-gene-446.17,l1cam,L1CAM,LOC106542841,8.029151768,1.866237902,1.658895862,0.001084793,0.021805322
scaffold-ma2,135570082,135571670,maker-scaffold-ma2-augustus-gene-452.26,LOC100553681,LOC103050025,S100A11,280.7605976,1.706039057,0.886720212,0.001285234,0.024294357
scaffold-ma2,137266516,137298383,augustus_masked-scaffold-ma2-processed-gene-457.10,LOC100557872,LOC103067524,LOC106543388,226.072235,-1.666110358,0.615936493,0.000206858,0.006756866
scaffold-ma2,143891146,143973854,augustus_masked-scaffold-ma2-processed-gene-479.5,polq,POLQ,LOC106553030,26.65492806,2.194736682,1.136426912,0.000635408,0.014959042
scaffold-ma2,143745329,143771965,maker-scaffold-ma2-augustus-gene-479.11,hgd,HGD,HGD,26.28301495,-1.836984046,1.130259947,0.001786603,0.029978661
scaffold-ma2,146834079,146849129,maker-scaffold-ma2-augustus-gene-489.16,LOC100558615,C1S,C1S,59.80208572,2.106545319,0.74064648,9.99e-05,0.003973467
scaffold-ma2,148270500,148279260,maker-scaffold-ma2-augustus-gene-494.5,zyx,ZYX,ZYX,17.27183204,2.168597097,1.237969124,0.000838471,0.018095774
scaffold-ma2,155143524,155143854,maker-scaffold-ma2-augustus-gene-517.3,nrg1,LOC103051214,NRG1,20.67747265,2.851518922,1.061339718,6.28e-05,0.002959086
scaffold-ma2,155539589,155555381,maker-scaffold-ma2-augustus-gene-518.10,rnf170,RNF170,RNF170,262.1713332,-1.199422204,0.522794264,0.000976284,0.020118693
scaffold-ma2,156593355,156663280,augustus_masked-scaffold-ma2-processed-gene-522.0,gak,GAK,GAK,22.62867706,3.368881616,1.61307604,3.87e-05,0.002043166
scaffold-ma2,156593355,156663280,augustus_masked-scaffold-ma2-processed-gene-522.0,gak,GAK,GAK,18.45285937,2.750361384,1.658142448,0.000186417,0.006310571
scaffold-ma2,161391781,161419068,augustus_masked-scaffold-ma2-processed-gene-538.1,ptgr1,PTGR1,PTGR1,72.02750487,-1.679938984,0.740431829,0.000616,0.014612832
scaffold-ma2,161543504,161631615,augustus_masked-scaffold-ma2-processed-gene-538.5,svep1,SVEP1,SVEP1,10.81003108,1.695433712,1.276573353,0.00308994,0.043410027
scaffold-ma2,171123192,171231403,augustus_masked-scaffold-ma2-processed-gene-570.1,mpdz,MPDZ,MPDZ,64.94153347,-1.398665186,0.686271782,0.001450731,0.026040885
scaffold-ma2,177998199,178031600,maker-scaffold-ma2-augustus-gene-593.9,aldh1a1,ALDH1A1,ALDH1A1,12.35845619,-2.322607983,1.594164966,0.000561111,0.013686872
scaffold-ma2,181407103,181478322,augustus_masked-scaffold-ma2-processed-gene-604.0,LOC100564704,TLE1,TLE1,51.80485004,1.197880544,0.598754633,0.002044663,0.032956402
scaffold-ma2,182256940,182263709,maker-scaffold-ma2-augustus-gene-607.15,hnrnpk,HNRNPK,HNRNPK,22.86957445,1.608399785,0.94571235,0.002271224,0.035343067
scaffold-ma2,181966562,182002821,maker-scaffold-ma2-augustus-gene-607.8,rasef,RASEF,RASEF,76.6058689,2.304804912,1.06255623,0.000364002,0.01030213
scaffold-ma2,184488509,184494560,maker-scaffold-ma2-augustus-gene-615.5,LOC100560626,LOC103063884,LOC106537487,9.845085787,-2.148657764,1.544477768,0.00089374,0.018868113
scaffold-ma2,194168887,194194853,maker-scaffold-ma2-augustus-gene-647.7,trim36,TRIM36,TRIM36,34.12711431,1.777402061,0.874766089,0.000940861,0.019673613
scaffold-ma2,195322781,195339791,maker-scaffold-ma2-augustus-gene-651.7,NA,NA,NA,36.14659409,-1.865309993,0.859555599,0.00063221,0.014906337
scaffold-ma2,201154062,201195682,maker-scaffold-ma2-augustus-gene-670.4,ell2,ELL2,ELL2,52.38163167,1.539942683,0.592922682,0.00030881,0.009193945
scaffold-ma2,207940353,208011175,augustus_masked-scaffold-ma2-processed-gene-693.3,LOC100554021,MARVELD2,MARVELD2,117.1666375,1.089118726,0.536826946,0.002214087,0.035018464
scaffold-ma2,211233353,211236222,maker-scaffold-ma2-augustus-gene-704.7,jmy,JMY,JMY,181.4326386,1.959172019,0.657981112,7.76e-05,0.003373175
scaffold-ma2,211723660,211732507,maker-scaffold-ma2-augustus-gene-705.18,cenph,CENPH,CENPH,16.99959657,1.705089051,1.301475301,0.003022036,0.043000364
scaffold-ma2,211736488,211743296,maker-scaffold-ma2-augustus-gene-705.19,ccnb1,CCNB1,CCNB1,61.9925295,2.951978328,1.221407151,8.46e-05,0.003583786
scaffold-ma2,211656018,211668783,maker-scaffold-ma2-augustus-gene-705.15,serinc5,SERINC5,SERINC5,302.2009187,1.3457573,0.502569756,0.000297618,0.008944671
scaffold-ma2,214724052,214749325,augustus_masked-scaffold-ma2-processed-gene-715.1,depdc1b,DEPDC1B,DEPDC1B,71.11881838,3.766746576,1.09534248,2.59e-06,0.000264531
scaffold-ma2,216690635,216717034,maker-scaffold-ma2-augustus-gene-722.7,dhx29,DHX29,DHX29,14.83240774,1.861840727,0.938829341,0.000936044,0.019601409
scaffold-ma2,217460699,217518142,maker-scaffold-ma2-augustus-gene-725.2,itga2,ITGA2,LOC106538529,35.0177021,5.307661701,1.523442729,4.53e-08,1.41e-05
scaffold-mi8,93763,139080,maker-scaffold-mi8-augustus-gene-0.13,nfatc3,NFATC3,LOC106547095,59.00607625,1.394673944,0.855892623,0.003556252,0.048133308
scaffold-mi8,973388,979927,maker-scaffold-mi8-augustus-gene-3.26,lcat,LCAT,LCAT,61.05215808,-2.197444291,0.71144689,4.78e-05,0.002352797
scaffold-mi8,1260637,1273153,maker-scaffold-mi8-augustus-gene-4.14,gpi,GPI,GPI,53.08445535,-1.62170919,0.733256244,0.000749563,0.016649773
scaffold-mi8,2346532,2374239,maker-scaffold-mi8-augustus-gene-7.28,rspry1,RSPRY1,RSPRY1,47.61762849,2.168627897,0.700256938,4.77e-05,0.002352797
scaffold-mi8,2712555,2717813,maker-scaffold-mi8-augustus-gene-9.8,tradd,TRADD,TRADD,21.55366255,2.431062713,0.905179656,0.00010865,0.004220494
scaffold-mi8,2965298,3009032,maker-scaffold-mi8-augustus-gene-10.8,gnao1,LOC103067856,GNAO1,12.13669957,-1.617352923,1.161222947,0.003535991,0.047942603
scaffold-mi8,3570001,3575667,maker-scaffold-mi8-augustus-gene-11.10,h6pd,H6PD,H6PD,462.2782747,-1.623298659,0.497296465,4.15e-05,0.002151643
scaffold-mi8,4557212,4573988,augustus_masked-scaffold-mi8-processed-gene-15.11,slc7a3,SLC7A3,LOC106554457,45.37166438,-1.969729326,0.89113692,0.000515049,0.012949577
scaffold-mi8,4913638,4918642,maker-scaffold-mi8-augustus-gene-16.31,ccnb3,LOC103056997,CCNB3,71.82339107,4.115652981,1.061292774,3.89e-07,6.71e-05
scaffold-mi8,5087601,5100246,augustus_masked-scaffold-mi8-processed-gene-17.1,frmpd3,FRMPD3,FRMPD3,210.5870894,-1.402701978,0.449172208,7.65e-05,0.003349412
scaffold-mi8,5311215,5317013,maker-scaffold-mi8-augustus-gene-17.35,tat,TAT,TAT,1267.275212,-2.042650005,0.901385102,0.000420851,0.011316933
scaffold-mi8,5964835,5981384,maker-scaffold-mi8-augustus-gene-20.36,cdh1,CDH1,LOC106542204,139.3125475,1.614056399,0.894687086,0.001846642,0.030720681
scaffold-mi8,6538641,6556092,maker-scaffold-mi8-augustus-gene-21.22,cbfa2t3,CBFA2T3,LOC106544051,16.38507207,-2.616748684,0.967553669,8.37e-05,0.003563377
scaffold-mi8,8046538,8059005,maker-scaffold-mi8-augustus-gene-26.26,sec14l2,LOC103064028,LOC106556086,26.96800514,-2.560164154,0.784316874,2.19e-05,0.001311034
scaffold-mi8,8036674,8047598,maker-scaffold-mi8-augustus-gene-26.42,rnf215,RNF215,LOC106551478,12.65661515,-1.833194535,1.200167799,0.002016135,0.032700103
scaffold-mi8,9507238,9514247,maker-scaffold-mi8-augustus-gene-31.23,wdr66,WDR66,LOC106554194,90.10599813,-3.285459694,0.810624677,8.42e-07,0.000109925
scaffold-mi8,9537447,9549758,augustus_masked-scaffold-mi8-processed-gene-31.6,mlxip,MLXIP,LOC106554856,6.069428569,1.826904921,1.588697304,0.001510446,0.026579067
scaffold-mi8,9451616,9458804,maker-scaffold-mi8-augustus-gene-31.19,psmd9,PSMD9,PSMD9,452.5703736,-1.177072266,0.521479559,0.001104231,0.021940581
scaffold-mi8,9465446,9466725,maker-scaffold-mi8-augustus-gene-31.20,wdr66,WDR66,LOC106554194,14.50921649,-2.800839294,1.102571717,8.95e-05,0.003723687
scaffold-mi8,9444844,9454416,maker-scaffold-mi8-augustus-gene-31.31,hpd,HPD,HPD,135.6218926,-2.469973727,0.711118936,1.26e-05,0.000860034
scaffold-un18,135756,139324,augustus_masked-scaffold-un18-processed-gene-0.8,NA,NA,NA,51.06733549,-1.873072537,0.894716028,0.000737629,0.016562808
scaffold-un18,135756,139324,augustus_masked-scaffold-un18-processed-gene-0.8,NA,NA,NA,19.31122093,-2.481705424,0.924919197,0.000103212,0.004071374
scaffold-un4993,50,1156,maker-scaffold-un4993-augustus-gene-0.1,NA,NA,NA,97.76979202,-2.013626412,0.931490383,0.000541435,0.013439016
scaffold-un12,246390,270560,augustus_masked-scaffold-un12-processed-gene-0.7,NA,NA,NA,105.2007162,-1.349031314,0.769795647,0.00294301,0.042333093
scaffold-un643,610,5239,maker-scaffold-un643-augustus-gene-0.1,NA,NA,NA,187.0166158,1.581515864,0.678972818,0.000588847,0.014141418
scaffold-un20,314568,327138,maker-scaffold-un20-augustus-gene-0.32,NA,NA,NA,56.2918942,-2.21646539,0.874755209,0.000193237,0.006457013
scaffold-un150,35648,41706,maker-scaffold-un150-augustus-gene-0.5,NA,NA,NA,7.48858028,1.781569336,1.602909884,0.001535344,0.026865058
scaffold-un14,456079,463446,maker-scaffold-un14-augustus-gene-1.10,NA,NA,NA,20.4756519,1.884413329,1.351470682,0.001925217,0.031621581
scaffold-un80,18129,45549,maker-scaffold-un80-augustus-gene-0.3,NA,NA,NA,58.34636593,1.820657685,0.949140727,0.001121238,0.022108333
scaffold-un682,1480,5237,maker-scaffold-un682-augustus-gene-0.2,NA,NA,NA,283.6652325,-1.543318229,0.681232923,0.000716017,0.01628912
scaffold-un168,1956,3218,augustus_masked-scaffold-un168-processed-gene-0.0,NA,NA,NA,691.6548896,-1.369198123,0.597813055,0.000812156,0.017624695
scaffold-un132,30695,33292,maker-scaffold-un132-augustus-gene-0.2,NA,NA,NA,30.48128822,-2.540259713,0.890274259,6.52e-05,0.002999512
scaffold-un101,35730,46503,augustus_masked-scaffold-un101-processed-gene-0.2,NA,NA,NA,136.2190609,-1.106670145,0.608486649,0.003585381,0.048485336
scaffold-un15,7823,29861,maker-scaffold-un15-augustus-gene-0.29,NA,NA,NA,13.72545982,-2.006575882,1.117993814,0.0010568,0.021325393
scaffold-un27,196238,202371,maker-scaffold-un27-augustus-gene-0.8,NA,NA,NA,13.07211774,-1.83829366,1.169962861,0.001905812,0.031379366
scaffold-un192,31031,32121,maker-scaffold-un192-augustus-gene-0.4,NA,NA,NA,143.464425,1.897048783,0.629309482,7.3e-05,0.003242589
scaffold-un3514,3,1058,augustus_masked-scaffold-un3514-processed-gene-0.0,NA,NA,NA,156.5320048,1.86849035,0.950370828,0.000959673,0.019908406
scaffold-un191,897,15192,maker-scaffold-un191-augustus-gene-0.1,NA,NA,NA,6.031866519,1.511546599,1.553861797,0.002565754,0.038344483
scaffold-un24,111533,113542,maker-scaffold-un24-augustus-gene-0.19,NA,NA,NA,101.6838137,-2.174775754,0.642255629,2e-05,0.001230843
scaffold-un24,111533,113542,maker-scaffold-un24-augustus-gene-0.19,NA,NA,NA,136.1289787,-1.417281411,0.568498975,0.000457881,0.011909022
scaffold-un175,11109,39092,augustus_masked-scaffold-un175-processed-gene-0.0,NA,NA,NA,65.11888018,-1.905446109,0.634369584,7.49e-05,0.003315521
scaffold-un11,106016,136141,maker-scaffold-un11-augustus-gene-0.6,NA,NA,NA,87.48347716,1.469095012,0.909131465,0.003268007,0.045216647
scaffold-un11,3318,71742,maker-scaffold-un11-augustus-gene-0.9,NA,NA,NA,20.88319068,1.721090993,1.470843477,0.002488923,0.037877458
scaffold-un11,495553,518837,maker-scaffold-un11-augustus-gene-1.6,NA,NA,NA,14.81524231,2.172502177,1.452224018,0.000926293,0.019423405
scaffold-un11,1844376,1847969,augustus_masked-scaffold-un11-processed-gene-6.6,NA,NA,NA,502.6503157,-1.372999624,0.799524282,0.003067121,0.043324471
