Chr,Start,End,GeneID,Homolog_Anolis,Homolog_Python,Homolog_Thamnophis,Module,Gene_MM,Gene_TS
scaffold-ma1,256538340,256550569,augustus_masked-scaffold-ma1-processed-gene-855.1,slc30a6,SLC30A6,SLC30A6,midnightblue,0.797092309,0.651727599
scaffold-ma1,255408147,255418837,maker-scaffold-ma1-augustus-gene-851.15,hnrnpu,HNRNPU,HNRNPU,midnightblue,0.834291456,0.774841454
scaffold-ma1,260859791,260904940,maker-scaffold-ma1-augustus-gene-869.4,LOC100567116,CAPN1,CAPN11,midnightblue,0.689185435,0.502841285
scaffold-ma1,259780536,259790672,maker-scaffold-ma1-augustus-gene-866.18,dlk2,DLK2,DLK2,midnightblue,0.814238683,0.647782109
scaffold-ma1,259906586,259947164,maker-scaffold-ma1-augustus-gene-866.21,xpo5,XPO5,LOC106541567,midnightblue,0.84458257,0.394465668
scaffold-ma1,259868058,259879163,maker-scaffold-ma1-augustus-gene-866.19,lrrc73,LOC103056243,LRRC73,midnightblue,0.684628451,0.368427623
scaffold-ma1,265506149,265529644,maker-scaffold-ma1-augustus-gene-885.4,babam2,BABAM2,BABAM2,midnightblue,0.798800755,0.611828402
scaffold-ma1,263587014,263692377,maker-scaffold-ma1-augustus-gene-879.2,daam1,LOC103064625,DAAM2,midnightblue,0.768886303,0.625429299
scaffold-ma1,262955578,262980791,maker-scaffold-ma1-augustus-gene-876.3,glp1r,GLP1R,GLP1R,bisque4,0.806767387,0.27455307
scaffold-ma1,259463577,259561525,maker-scaffold-ma1-augustus-gene-865.6,ltbp1,LTBP1,LTBP1,midnightblue,0.814577296,0.289108681
scaffold-ma1,265920170,265930845,maker-scaffold-ma1-augustus-gene-886.11,trmt61b,TRMT61B,TRMT61B,midnightblue,0.748225587,0.518588298
scaffold-ma1,269808627,269821903,maker-scaffold-ma1-augustus-gene-899.6,aida,AIDA,LOC106537965,midnightblue,0.760581568,0.636484043
scaffold-ma1,269245791,269253732,maker-scaffold-ma1-augustus-gene-897.9,cnih4,CNIH4,CNIH4,bisque4,0.855043504,0.781198127
scaffold-ma1,275278298,275325816,maker-scaffold-ma1-augustus-gene-917.3,hhat,HHAT,HHAT,midnightblue,0.898980444,0.575304329
scaffold-ma1,275387025,275393658,maker-scaffold-ma1-augustus-gene-918.6,sertad4,SERTAD4,SERTAD4,bisque4,0.84012331,0.607064443
scaffold-ma1,274410488,274434744,maker-scaffold-ma1-augustus-gene-914.10,tmem206,TMEM206,TMEM206,midnightblue,0.729342689,0.54174188
scaffold-ma1,274402409,274410539,maker-scaffold-ma1-augustus-gene-914.15,nenf,NENF,NENF,midnightblue,0.890822495,0.380958161
scaffold-ma1,279008699,279018464,maker-scaffold-ma1-augustus-gene-930.2,six2,SIX2,SIX2,bisque4,0.828838824,0.609257185
scaffold-ma1,280098704,280104899,maker-scaffold-ma1-augustus-gene-933.14,mcfd2,MCFD2,MCFD2,midnightblue,0.887182331,0.553698507
scaffold-ma1,280108911,280210364,augustus_masked-scaffold-ma1-processed-gene-934.0,ttc7a,TTC7A,LOC106548747,bisque4,0.926338462,0.472358574
scaffold-ma1,281690865,281748073,maker-scaffold-ma1-augustus-gene-939.2,anapc1,ANAPC1,ANAPC1,bisque4,0.796325855,0.79602239
scaffold-ma1,282315684,282344948,maker-scaffold-ma1-augustus-gene-941.2,mrps5,MRPS5,MRPS5,midnightblue,0.932612903,0.669679548
scaffold-ma1,282234411,282243032,maker-scaffold-ma1-augustus-gene-940.6,mall,MALL,MALL,midnightblue,0.741891769,0.691894438
scaffold-ma1,281181175,281203857,maker-scaffold-ma1-augustus-gene-937.8,npas4,NPAS4,NPAS4,midnightblue,0.809073828,0.461111213
scaffold-ma1,285554550,285571694,maker-scaffold-ma1-augustus-gene-952.1,nrxn1,LOC103052832,NRXN1,midnightblue,0.770576702,0.331656764
scaffold-ma1,285642546,285646887,maker-scaffold-ma1-augustus-gene-952.3,nrxn1,LOC103050580,NRXN1,midnightblue,0.884912991,0.473344556
scaffold-ma1,285454940,285459213,maker-scaffold-ma1-augustus-gene-951.3,msrb1,MSRB1,MSRB1,bisque4,0.860517727,0.797830827
scaffold-ma1,283663441,283723494,maker-scaffold-ma1-augustus-gene-945.9,msh2,MSH2,MSH2,midnightblue,0.829322165,0.742111511
scaffold-ma1,290190297,290201267,maker-scaffold-ma1-augustus-gene-967.2,NA,LOC107326014,NA,midnightblue,0.864587436,0.431040711
scaffold-ma1,283126065,283135607,maker-scaffold-ma1-augustus-gene-943.16,srsf7,SRSF7,SRSF7,midnightblue,0.763499622,0.547365518
scaffold-ma1,283080956,283087044,maker-scaffold-ma1-augustus-gene-943.19,morn2,MORN2,MORN2,firebrick4,0.859258766,0.29618093
scaffold-ma1,283120717,283127004,maker-scaffold-ma1-augustus-gene-943.20,gemin6,GEMIN6,GEMIN6,midnightblue,0.765569231,0.655349744
scaffold-ma1,287275930,287291827,maker-scaffold-ma1-augustus-gene-957.6,erlec1,ERLEC1,ERLEC1,firebrick4,0.91311584,0.609724642
scaffold-ma1,291350924,291358016,maker-scaffold-ma1-augustus-gene-971.5,bcl11a,BCL11A,LOC106542727,firebrick4,0.930812911,0.7537825
scaffold-ma1,289576581,289629708,maker-scaffold-ma1-augustus-gene-965.4,vrk2,LOC103051178,VRK2,midnightblue,0.671798894,0.379989325
scaffold-ma1,289499139,289559361,maker-scaffold-ma1-augustus-gene-965.3,xpo1,XPO1,XPO1,firebrick4,0.716209201,0.392354241
scaffold-ma1,289628246,289646736,maker-scaffold-ma1-augustus-gene-965.5,fancl,FANCL,FANCL,firebrick4,0.900884975,0.736624322
scaffold-ma1,287932532,287985045,augustus_masked-scaffold-ma1-processed-gene-960.1,mtif2,MTIF2,MTIF2,midnightblue,0.675095293,0.98859549
scaffold-ma1,287618173,287714087,maker-scaffold-ma1-augustus-gene-959.4,sptbn1,LOC103066834,SPTBN1,midnightblue,0.691340349,0.526174253
scaffold-ma1,294995037,295007440,maker-scaffold-ma1-augustus-gene-983.5,chrna2,CHRNA2,CHRNA2,firebrick4,0.900884975,0.736624322
scaffold-ma1,294899355,294934740,maker-scaffold-ma1-augustus-gene-983.7,ephx2,LOC103057778,EPHX2,midnightblue,0.633393726,0.315875583
scaffold-ma1,294899355,294934740,maker-scaffold-ma1-augustus-gene-983.7,ephx2,LOC103057778,EPHX2,midnightblue,0.798290887,0.464046444
scaffold-ma1,294770568,294784343,maker-scaffold-ma1-augustus-gene-982.13,elp3,ELP3,LOC106553011,midnightblue,0.854715768,0.700951947
scaffold-ma1,295823170,295885191,maker-scaffold-ma1-augustus-gene-986.7,efr3b,EFR3B,EFR3B,bisque4,0.857327771,0.467529748
scaffold-ma1,296428476,296458243,maker-scaffold-ma1-augustus-gene-988.4,LOC103282577,ASXL2,LOC106556373,midnightblue,0.816234224,0.763300204
scaffold-ma1,298039553,298057074,maker-scaffold-ma1-augustus-gene-993.8,NA,POM121,POM121,midnightblue,0.6214433,0.436667682
scaffold-ma1,296878562,296901601,maker-scaffold-ma1-augustus-gene-989.11,agbl5,AGBL5,AGBL5,midnightblue,0.912933837,0.6028542
scaffold-ma1,298961995,298962624,augustus_masked-scaffold-ma1-processed-gene-996.6,cldn4,LOC103067882,LOC106553735,midnightblue,0.915932206,0.626821946
scaffold-ma1,296123103,296133094,augustus_masked-scaffold-ma1-processed-gene-987.3,esco2,ESCO2,ESCO2,firebrick4,0.91311584,0.609724642
scaffold-ma1,296311758,296316233,maker-scaffold-ma1-augustus-gene-987.19,LOC100557331,RAB10,RAB10,firebrick4,0.799791029,0.48172875
scaffold-ma1,296226427,296226499,trnascan-scaffold-ma1-noncoding-Pseudo_AGA-gene-987.0,NA,NA,NA,bisque4,0.7541833,0.431468775
scaffold-ma1,298578879,298594826,maker-scaffold-ma1-augustus-gene-995.7,LOC100561730,LOC103059931,SEPT4,midnightblue,0.840844363,0.335980475
scaffold-ma1,298578879,298594826,maker-scaffold-ma1-augustus-gene-995.7,LOC100561730,LOC103059931,SEPT4,midnightblue,0.854674976,0.40285657
scaffold-ma1,297734949,297738254,maker-scaffold-ma1-augustus-gene-992.19,NA,TXNDC17,TXNDC17,midnightblue,0.839175781,0.724666077
scaffold-ma1,297429276,297443488,maker-scaffold-ma1-augustus-gene-991.19,gpn1,GPN1,GPN1,midnightblue,0.849557385,0.553349541
scaffold-ma1,297429276,297443488,maker-scaffold-ma1-augustus-gene-991.19,gpn1,GPN1,GPN1,midnightblue,0.489812756,0.427500405
scaffold-ma1,297303964,297311098,augustus_masked-scaffold-ma1-processed-gene-991.8,LOC103282486,PPM1G,PPM1G,midnightblue,0.861462196,0.667339582
scaffold-ma1,297110618,297145035,maker-scaffold-ma1-augustus-gene-990.18,LOC103282097,CAD,CAD,firebrick4,0.779788836,0.641110967
scaffold-ma1,297199350,297210587,maker-scaffold-ma1-augustus-gene-990.30,uckl1,LOC103062425,UCKL1,firebrick4,0.669627008,0.6130367
scaffold-ma1,299740437,299791365,maker-scaffold-ma1-augustus-gene-999.7,kctd14,LOC103053819,RABGEF1,bisque4,0.780065425,0.39377587
scaffold-ma1,298248785,298282791,maker-scaffold-ma1-augustus-gene-994.16,fsip2,NA,FSIP2,bisque4,0.874165445,0.615438865
scaffold-ma1,298178333,298187915,maker-scaffold-ma1-augustus-gene-994.13,pnpla6,PNPLA7,LOC106539274,firebrick4,0.708360148,0.157964429
scaffold-ma1,298164528,298178334,maker-scaffold-ma1-augustus-gene-994.21,baz1b,BAZ1B,BAZ1B,firebrick4,0.839736292,0.734769921
scaffold-ma1,299160916,299169233,maker-scaffold-ma1-augustus-gene-997.10,NA,SUPT4H1,SUPT4H1,firebrick4,0.91311584,0.609724642
scaffold-ma1,300982436,300988830,maker-scaffold-ma1-augustus-gene-1003.12,NA,PEX12,PEX12,bisque4,0.887263048,0.716607784
scaffold-ma1,300982436,300988830,maker-scaffold-ma1-augustus-gene-1003.12,NA,PEX12,PEX12,midnightblue,0.770903476,0.386133375
scaffold-ma1,299419854,299427168,maker-scaffold-ma1-augustus-gene-998.12,NA,SBDS,SBDS,bisque4,0.835465411,0.69854817
scaffold-ma1,299469661,299483356,maker-scaffold-ma1-augustus-gene-998.14,LOC100556688,NIPSNAP2,NIPSNAP2,bisque4,0.707653047,0.201646023
scaffold-ma1,299432391,299463381,maker-scaffold-ma1-augustus-gene-998.21,nf2,LOC103067236,NF2,bisque4,0.738042763,0.582143037
scaffold-ma1,304771694,304784114,maker-scaffold-ma1-augustus-gene-1016.5,rcc1l,RCC1L,RCC1L,firebrick4,0.898733371,0.706897124
scaffold-ma1,303812489,303816149,maker-scaffold-ma1-augustus-gene-1012.12,NA,LOC103065510,LOC106551678,firebrick4,0.862656817,0.723970051
scaffold-ma1,303796402,303805773,maker-scaffold-ma1-augustus-gene-1012.11,LOC103282656,LOC103066324,LOC106551677,midnightblue,0.603806214,0.768589965
scaffold-ma1,303665740,303667998,maker-scaffold-ma1-augustus-gene-1012.14,NA,NA,NA,midnightblue,0.851092307,0.622772671
scaffold-ma1,303665740,303667998,maker-scaffold-ma1-augustus-gene-1012.14,NA,NA,NA,midnightblue,0.89924905,0.634965911
scaffold-ma1,303623917,303633130,maker-scaffold-ma1-augustus-gene-1012.13,NA,ALKBH4,ALKBH4,firebrick4,0.867259851,0.387262144
scaffold-ma1,308767469,308778114,maker-scaffold-ma1-augustus-gene-1029.8,nlk,NLK,NLK,midnightblue,0.870916052,0.534985918
scaffold-ma1,304249013,304289492,maker-scaffold-ma1-augustus-gene-1014.7,cic,SPNS2,SPNS2,midnightblue,0.84192783,0.609930555
scaffold-ma1,311083532,311089202,maker-scaffold-ma1-augustus-gene-1037.9,acaca,ACACA,NA,midnightblue,0.913936881,0.564494311
scaffold-ma1,308374008,308415283,augustus_masked-scaffold-ma1-processed-gene-1028.0,cluh,CLUH,CLUH,bisque4,0.854837707,0.452403284
scaffold-ma1,308374008,308415283,augustus_masked-scaffold-ma1-processed-gene-1028.0,cluh,CLUH,CLUH,midnightblue,0.822213845,0.673107817
scaffold-ma1,309483314,309490513,augustus_masked-scaffold-ma1-processed-gene-1031.10,srsf1,SRSF1,SRSF1,midnightblue,0.743221022,0.411842425
scaffold-ma1,310926135,310927076,maker-scaffold-ma1-augustus-gene-1036.15,acaca,LOC103050107,LOC106546266,midnightblue,0.877596332,0.497577381
scaffold-ma5,103366,115349,augustus_masked-scaffold-ma5-processed-gene-0.1,rtkn2,RTKN2,LOC106547042,bisque4,0.859531637,0.744240356
scaffold-ma5,533863,543497,maker-scaffold-ma5-augustus-gene-1.22,vdac2,VDAC2,VDAC2,midnightblue,0.903184008,0.558618583
scaffold-ma5,984774,989556,maker-scaffold-ma5-augustus-gene-3.5,adprhl2,ADPRHL2,ADPRHL2,bisque4,0.935143963,0.762857058
scaffold-ma5,1947480,1982168,augustus_masked-scaffold-ma5-processed-gene-6.5,polr3a,LOC103052242,LOC106541223,bisque4,0.813927424,0.553970918
scaffold-ma5,2622464,2646705,maker-scaffold-ma5-augustus-gene-8.4,zmiz1,ZMIZ1,ZMIZ1,midnightblue,0.592180057,0.308126738
scaffold-ma5,2762677,2763258,maker-scaffold-ma5-augustus-gene-9.9,rpa1,RPA1,RPA1,firebrick4,0.897404908,0.661034396
scaffold-ma5,2763905,2800510,maker-scaffold-ma5-augustus-gene-9.16,usp54,USP54,USP54,midnightblue,0.722739932,0.139638396
scaffold-ma5,2743882,2748566,maker-scaffold-ma5-augustus-gene-9.15,smyd4,LOC103067981,SMYD4,firebrick4,0.853397985,0.751081939
scaffold-ma5,2986482,3091430,augustus_masked-scaffold-ma5-processed-gene-10.1,zswim8,ZSWIM8,ZSWIM8,bisque4,0.863791121,0.474286851
scaffold-ma5,3100391,3130572,maker-scaffold-ma5-augustus-gene-10.9,ndst2,NDST2,NDST2,firebrick4,0.796465145,0.485303187
scaffold-ma5,3517165,3549324,augustus_masked-scaffold-ma5-processed-gene-11.1,ank3,ANK3,ANK3,midnightblue,0.639054848,0.650024976
scaffold-ma5,5722453,5729345,maker-scaffold-ma5-augustus-gene-19.22,LOC100561060,SYT15,LOC106540488,midnightblue,0.670327064,0.486766132
scaffold-ma5,5771080,5856060,augustus_masked-scaffold-ma5-processed-gene-19.12,parg,PARG,PARG,bisque4,0.709489016,0.769678202
scaffold-ma5,7133020,7134111,maker-scaffold-ma5-augustus-gene-23.6,fam199x,FAM199X,FAM199X,midnightblue,0.815341406,0.590089132
scaffold-ma5,7212908,7221047,maker-scaffold-ma5-augustus-gene-24.8,dydc1,DYDC1,LOC106537510,firebrick4,0.782161582,0.402046194
scaffold-ma5,7234863,7243004,maker-scaffold-ma5-augustus-gene-24.9,mat1a,MAT1A,LOC106537512,midnightblue,0.782960767,0.626798958
scaffold-ma5,7626944,7659365,maker-scaffold-ma5-augustus-gene-25.7,rasgef1a,RASGEF1A,RASGEF1A,midnightblue,0.741966472,0.431192758
scaffold-ma5,7496604,7503490,maker-scaffold-ma5-augustus-gene-25.6,LOC103281241,LOC103055339,LOC106542723,bisque4,0.747901663,0.506804693
scaffold-ma5,8433347,8466400,augustus_masked-scaffold-ma5-processed-gene-28.3,nfkb2,LOC103059297,NFKB2,midnightblue,0.767424284,0.589308546
scaffold-ma5,9395185,9408758,maker-scaffold-ma5-augustus-gene-31.5,hif1an,HIF1AN,HIF1AN,midnightblue,0.426100142,0.337370442
scaffold-ma5,9593322,9622029,maker-scaffold-ma5-augustus-gene-32.5,hells,HELLS,HELLS,firebrick4,0.97219822,0.720480372
scaffold-ma5,11332477,11352144,maker-scaffold-ma5-augustus-gene-37.3,ctnna3,LOC103049537,LOC106554326,midnightblue,0.653911705,0.480966988
scaffold-ma5,11562230,11605955,augustus_masked-scaffold-ma5-processed-gene-38.5,herc4,HERC4,HERC4,midnightblue,0.613080785,0.383573261
scaffold-ma5,11859513,11890992,maker-scaffold-ma5-augustus-gene-39.13,ddx21,DDX21,DDX21,midnightblue,0.722480348,0.813821545
scaffold-ma5,12676341,12679941,maker-scaffold-ma5-augustus-gene-42.10,pcbd1,PCBD1,PCBD1,midnightblue,0.694353347,0.392238664
scaffold-ma5,14405444,14420234,maker-scaffold-ma5-augustus-gene-48.6,aifm2,AIFM2,AIFM2,bisque4,0.730100753,0.446845822
scaffold-ma5,15892647,15921826,maker-scaffold-ma5-augustus-gene-53.7,LOC103282219,ECD,NA,firebrick4,0.790085675,0.5565786
scaffold-ma5,15892647,15921826,maker-scaffold-ma5-augustus-gene-53.7,LOC103282219,ECD,NA,bisque4,0.890073613,0.660251335
scaffold-ma5,21731662,21733772,augustus_masked-scaffold-ma5-processed-gene-72.3,rnls,RNLS,RNLS,firebrick4,0.925026118,0.571371246
scaffold-ma5,22748038,22754879,maker-scaffold-ma5-augustus-gene-76.4,LOC103280600,LOC103065947,NA,midnightblue,0.839830763,0.455475167
scaffold-ma5,23405586,23422419,maker-scaffold-ma5-augustus-gene-78.7,rpp30,RPP30,NA,midnightblue,0.872193222,0.609743181
scaffold-ma5,23433404,23447872,maker-scaffold-ma5-augustus-gene-78.10,ankrd1,ANKRD1,ANKRD2,firebrick4,0.900074014,0.479164436
scaffold-ma5,23705237,23734898,augustus_masked-scaffold-ma5-processed-gene-79.3,ocrl,OCRL,OCRL,bisque4,0.868493084,0.771410186
scaffold-ma5,24790439,24804755,maker-scaffold-ma5-augustus-gene-82.9,LOC100564860,LOC103066292,LOC106542020,firebrick4,0.91311584,0.609724642
scaffold-ma5,24790439,24804755,maker-scaffold-ma5-augustus-gene-82.9,LOC100564860,LOC103066292,LOC106542020,firebrick4,0.974546094,0.746856209
scaffold-ma5,25065581,25139496,maker-scaffold-ma5-augustus-gene-83.4,ide,IDE,LOC106540499,bisque4,0.84012331,0.607064443
scaffold-ma5,24838373,24886704,maker-scaffold-ma5-augustus-gene-83.5,exoc6,EXOC6,LOC106537948,bisque4,0.634211169,0.73397085
scaffold-ma5,25216042,25238339,maker-scaffold-ma5-augustus-gene-84.5,march5,MARCH5,MARCH5,midnightblue,0.723800754,0.319695994
scaffold-ma5,28041782,28072252,maker-scaffold-ma5-augustus-gene-93.4,dpysl4,DPYSL4,DPYSL4,bisque4,0.668263091,0.33261401
scaffold-ma5,28230764,28239253,maker-scaffold-ma5-augustus-gene-94.1,bnip3,BNIP3,BNIP3,bisque4,0.890194328,0.537747101
scaffold-ma5,28230764,28239253,maker-scaffold-ma5-augustus-gene-94.1,bnip3,BNIP3,BNIP3,bisque4,0.862996733,0.352656188
scaffold-ma5,31851108,31929828,maker-scaffold-ma5-augustus-gene-106.4,dock1,LOC103052032,DOCK1,firebrick4,0.768531365,0.251828937
scaffold-ma5,32676131,32689480,maker-scaffold-ma5-augustus-gene-109.1,tex36,NA,TEX36,midnightblue,0.703033822,0.122963898
scaffold-ma5,33167633,33197746,augustus_masked-scaffold-ma5-processed-gene-110.2,ctbp2,CTBP2,LOC106545406,bisque4,0.84012331,0.607064443
scaffold-ma5,33951214,33969372,maker-scaffold-ma5-augustus-gene-113.2,chst15,CHST15,CHST15,midnightblue,0.874453558,0.498705174
scaffold-ma5,38921420,38995996,augustus_masked-scaffold-ma5-processed-gene-130.1,shtn1,SHTN1,SHTN1,bisque4,0.815316859,0.651336055
scaffold-ma5,40354722,40459799,augustus_masked-scaffold-ma5-processed-gene-134.0,ablim1,ABLIM1,ABLIM1,midnightblue,0.868010884,0.447918513
scaffold-ma5,40561845,40584300,maker-scaffold-ma5-augustus-gene-135.9,vwa2,VWA2,LOC106540426,bisque4,0.900605984,0.59642998
scaffold-ma5,40829746,40843150,maker-scaffold-ma5-augustus-gene-136.5,dclre1a,DCLRE1A,DCLRE1A,midnightblue,0.763892706,0.390385475
scaffold-ma5,45562933,45584997,maker-scaffold-ma5-augustus-gene-152.4,stn1,STN1,STN1,bisque4,0.84012331,0.607064443
scaffold-ma5,46181900,46199976,maker-scaffold-ma5-augustus-gene-154.8,cnnm2,CNNM2,CNNM2,midnightblue,0.715197606,0.134435366
scaffold-ma5,46613287,46622844,augustus_masked-scaffold-ma5-processed-gene-155.2,trim8,TRIM8,TRIM8,midnightblue,0.682698252,0.448801646
scaffold-ma5,46876298,46905379,maker-scaffold-ma5-augustus-gene-156.9,slf2,SLF2,SLF2,midnightblue,0.840244849,0.419917309
scaffold-ma5,47987865,48001537,augustus_masked-scaffold-ma5-processed-gene-160.0,fbxw4,FBXW4,FBXW4,firebrick4,0.857047681,0.449489807
scaffold-ma5,47987865,48001537,augustus_masked-scaffold-ma5-processed-gene-160.0,fbxw4,FBXW4,FBXW4,bisque4,0.941060217,0.739397806
scaffold-ma5,48104035,48108873,maker-scaffold-ma5-augustus-gene-160.7,npm3,NPM3,NPM3,midnightblue,0.786149094,0.64409135
scaffold-ma5,48506500,48523741,augustus_masked-scaffold-ma5-processed-gene-161.4,ldb1,LDB1,LDB1,midnightblue,0.826246297,0.52025818
scaffold-ma5,48949148,48955885,augustus_masked-scaffold-ma5-processed-gene-163.3,zdhhc16,ZDHHC16,ZDHHC16,firebrick4,0.885947287,0.691451763
scaffold-ma5,48961424,48989672,maker-scaffold-ma5-augustus-gene-163.28,mms19,MMS19,MMS19,firebrick4,0.91311584,0.609724642
scaffold-ma5,49347781,49360978,maker-scaffold-ma5-augustus-gene-164.11,hps1,HPS1,HPS1,bisque4,0.841073177,0.746492001
scaffold-ma5,49332567,49344857,maker-scaffold-ma5-augustus-gene-164.10,pyroxd2,PYROXD2,PYROXD2,bisque4,0.850275644,0.642935527
scaffold-ma5,49332567,49344857,maker-scaffold-ma5-augustus-gene-164.10,pyroxd2,PYROXD2,PYROXD2,midnightblue,0.745342312,0.600032082
scaffold-ma5,50413384,50422050,maker-scaffold-ma5-augustus-gene-168.6,map6d1,MAP6D1,MAP6D1,firebrick4,0.878679357,0.648347452
scaffold-ma5,51755959,51772829,maker-scaffold-ma5-augustus-gene-172.14,wdr33,WDR33,WDR33,firebrick4,0.782025743,0.385406767
scaffold-ma5,51670753,51696236,maker-scaffold-ma5-augustus-gene-172.11,ammecr1l,AMMECR1L,AMMECR1L,midnightblue,0.68629913,0.408149671
scaffold-ma5,51885720,51906635,maker-scaffold-ma5-augustus-gene-173.7,iws1,IWS1,IWS1,midnightblue,0.810229075,0.349141758
scaffold-ma5,52041624,52065235,maker-scaffold-ma5-augustus-gene-173.11,atg16l1,ATG16L1,ATG16L1,midnightblue,0.787065095,0.509351308
scaffold-ma5,52724115,52763928,maker-scaffold-ma5-augustus-gene-175.15,armc8,ARMC8,ARMC8,firebrick4,0.738068524,0.128361729
scaffold-ma5,52829177,52842601,maker-scaffold-ma5-augustus-gene-176.8,msl2,MSL2,MSL2,midnightblue,0.892465694,0.585717247
scaffold-ma5,53041767,53070718,maker-scaffold-ma5-augustus-gene-176.9,pccb,PCCB,PCCB,bisque4,0.799697414,0.568068013
scaffold-ma5,53219856,53248421,maker-scaffold-ma5-augustus-gene-177.9,ehhadh,EHHADH,EHHADH,bisque4,0.84012331,0.607064443
scaffold-ma5,53219856,53248421,maker-scaffold-ma5-augustus-gene-177.9,ehhadh,EHHADH,EHHADH,midnightblue,0.87071879,0.4997596
scaffold-ma5,55608911,55639512,maker-scaffold-ma5-augustus-gene-185.4,ky,KY,NA,midnightblue,0.95511445,0.618844039
scaffold-ma5,56245656,56248229,maker-scaffold-ma5-augustus-gene-187.12,wdr53,WDR53,WDR53,midnightblue,0.798800755,0.611828402
scaffold-ma5,56275875,56305703,maker-scaffold-ma5-augustus-gene-187.15,ubxn7,UBXN7,UBXN7,firebrick4,0.86107855,0.791632403
scaffold-ma5,57212440,57228447,maker-scaffold-ma5-augustus-gene-190.9,c3h2orf54,LOC103064353,LOC106548552,midnightblue,0.937416908,0.512165803
scaffold-ma5,59679275,59697280,maker-scaffold-ma5-augustus-gene-199.1,pxylp1,PXYLP1,PXYLP1,firebrick4,0.970321705,0.793236199
scaffold-ma5,61289437,61290318,augustus_masked-scaffold-ma5-processed-gene-204.3,NA,NA,NA,midnightblue,0.610311709,0.398240636
scaffold-ma5,61710834,61734453,maker-scaffold-ma5-augustus-gene-205.6,wdfy1,WDFY1,WDFY1,midnightblue,0.760658087,0.405956493
scaffold-ma5,64736754,64756709,maker-scaffold-ma5-augustus-gene-215.3,c3h3orf58,LOC103065724,LOC106542364,midnightblue,0.843445346,0.555879194
scaffold-ma5,65596139,65604624,maker-scaffold-ma5-augustus-gene-218.6,LOC100558430,LOC103049698,LOC106538574,midnightblue,0.825873627,0.564163251
scaffold-ma5,67005194,67022900,maker-scaffold-ma5-augustus-gene-223.11,gyg1,GYG1,GYG1,firebrick4,0.55049864,0.427644576
scaffold-ma5,67005194,67022900,maker-scaffold-ma5-augustus-gene-223.11,gyg1,GYG1,GYG1,firebrick4,0.699323833,0.471344977
scaffold-ma5,67073988,67099947,maker-scaffold-ma5-augustus-gene-223.15,cp,LOC103061385,CP,bisque4,0.84012331,0.607064443
scaffold-ma5,67336626,67338280,maker-scaffold-ma5-augustus-gene-224.9,pfn2,PFN2,PFN2,midnightblue,0.899315579,0.705118935
scaffold-ma5,67575741,67614368,maker-scaffold-ma5-augustus-gene-225.8,tsc22d2,TSC22D2,TSC22D2,midnightblue,0.847841295,0.390174224
scaffold-ma5,67820355,67866022,maker-scaffold-ma5-augustus-gene-226.4,med12l,MED12L,LOC106554401,firebrick4,0.926802632,0.485822588
scaffold-ma5,69624507,69656544,augustus_masked-scaffold-ma5-processed-gene-232.5,slc33a1,SLC33A1,SLC33A1,bisque4,0.715011024,0.562091594
scaffold-ma5,70386860,70481743,augustus_masked-scaffold-ma5-processed-gene-235.1,veph1,VEPH1,VEPH1,firebrick4,0.791883144,0.776730336
scaffold-ma5,71593340,71622741,maker-scaffold-ma5-augustus-gene-238.3,LOC100565364,SCHIP1,SCHIP1,midnightblue,0.772652458,0.796431803
scaffold-ma5,76600181,76641064,maker-scaffold-ma5-augustus-gene-255.7,tnik,TNIK,NRK,bisque4,0.907226324,0.60163263
scaffold-ma5,77567220,77612152,augustus_masked-scaffold-ma5-processed-gene-258.1,ect2,ECT2,ECT2,midnightblue,0.798800755,0.611828402
scaffold-ma5,78421230,78439886,maker-scaffold-ma5-augustus-gene-261.8,entpd3,ENTPD3,ENTPD3,firebrick4,0.863045875,0.496647923
scaffold-ma5,78421230,78439886,maker-scaffold-ma5-augustus-gene-261.8,entpd3,ENTPD3,ENTPD3,firebrick4,0.768531365,0.251828937
scaffold-ma5,78421230,78439886,maker-scaffold-ma5-augustus-gene-261.8,entpd3,ENTPD3,ENTPD3,midnightblue,0.812172834,0.621390617
scaffold-ma5,81503740,81514580,maker-scaffold-ma5-augustus-gene-271.7,znf639,ZNF639,ZNF639,firebrick4,0.822068258,0.467911522
scaffold-ma5,81535228,81555935,augustus_masked-scaffold-ma5-processed-gene-271.2,mfn2,MFN2,MFN2,midnightblue,0.846081078,0.63429044
scaffold-ma5,81996952,82027082,augustus_masked-scaffold-ma5-processed-gene-273.1,LOC103281294,CDK5RAP2,LOC106554859,firebrick4,0.91311584,0.609724642
scaffold-ma5,82257218,82285974,maker-scaffold-ma5-augustus-gene-274.5,LOC103280590,MDC1,LOC106548482,midnightblue,0.856339341,0.603627975
scaffold-ma5,83385063,83398966,maker-scaffold-ma5-augustus-gene-278.6,pias2,PIAS2,PIAS2,midnightblue,0.840807693,0.328351442
scaffold-ma5,83430825,83486868,augustus_masked-scaffold-ma5-processed-gene-278.1,atp11b,ATP11B,ATP11B,midnightblue,0.741252913,0.239069578
scaffold-ma5,83547375,83572345,maker-scaffold-ma5-augustus-gene-278.11,mccc1,MCCC1,PCCA,bisque4,0.917113467,0.431569378
scaffold-ma5,83822335,83828877,maker-scaffold-ma5-augustus-gene-279.12,eif4a2,EIF4A2,EIF4A2,bisque4,0.844012959,0.667997354
