Chr	Start	End	GeneID	Anolis	Python	Thamnophis	lfcMean_LiverTreat	lfcSE_LiverTreat	pAdj_LiverTreat	lfcMean_LiverInter	lfcSE_LiverInter	pAdj_LiverInter	lfcMean_KidneyTreat	lfcSE_KidneyTreat	pAdj_KidneyTreat	lfcMean_KidneyInter	lfcSE_KidneyInter	pAdj_KidneyInter	lfcMean_SkinTreat	lfcSE_SkinTreat	pAdj_SkinTreat
scaffold-ma5	83874143	83882372	maker-scaffold-ma5-augustus-gene-279.16	LOC100562242	NA	NA	-1.639094515	0.713170024	0.014268803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma5	84052150	84052487	augustus_masked-scaffold-ma5-processed-gene-280.4	ahsg	AHSG	AHSG	-2.484454072	0.825917441	0.002333156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi3	653803	664220	augustus_masked-scaffold-mi3-processed-gene-2.4	lipc	LIPC	LIPC	-1.872782678	1.073606373	0.025900337	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi3	1001349	1040165	augustus_masked-scaffold-mi3-processed-gene-3.8	LOC100553810	TLN2	TLN1	-1.435006166	0.895287451	0.047870564	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi3	1632668	1660502	augustus_masked-scaffold-mi3-processed-gene-5.3	trpm1	TRPM1	TRPM3	-1.793791027	1.368577039	0.036802677	NA	NA	NA	-2.624570095	1.029418544	0.003089139	NA	NA	NA	NA	NA	NA
scaffold-mi3	1632668	1660502	augustus_masked-scaffold-mi3-processed-gene-5.3	trpm1	TRPM1	TRPM3	-1.793791027	1.368577039	0.036802677	NA	NA	NA	-1.876597054	0.940002627	0.012308068	NA	NA	NA	NA	NA	NA
scaffold-mi3	1999059	2009246	maker-scaffold-mi3-augustus-gene-6.11	tarsl2	TARSL2	LOC106542017	-1.177623148	0.582333102	0.032423654	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi3	4097237	4102218	maker-scaffold-mi3-augustus-gene-13.23	LOC100567684	LOC103062077	LOC106539700	-2.104538621	1.176638103	0.019010821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi3	5006342	5022197	maker-scaffold-mi3-augustus-gene-16.10	arih1	ARIH1	ARIH1	1.11580884	0.612940011	0.047870564	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi3	7584446	7588657	maker-scaffold-mi3-augustus-gene-25.11	NA	NA	NA	2.405519659	0.847409751	0.003373175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi3	8318149	8358316	augustus_masked-scaffold-mi3-processed-gene-27.7	LOC100557720	LOC103051113	PDE8B	-1.846485388	1.091144269	0.027791382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi3	9878849	9892268	maker-scaffold-mi3-augustus-gene-33.9	LOC100555786	LOC103064663	LOC106544271	-1.912407599	1.329869588	0.03001816	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi3	14390735	14396355	maker-scaffold-mi3-augustus-gene-48.6	wisp1	WISP1	WISP1	1.805605123	0.624971308	0.004320395	NA	NA	NA	-0.909303309	0.371658414	0.034876107	NA	NA	NA	NA	NA	NA
scaffold-mi6	6152537	6177122	augustus_masked-scaffold-mi6-processed-gene-20.6	gpt2	GPT2	LOC106554518	-2.47874519	0.85009632	0.002847064	NA	NA	NA	-3.107612614	0.759471671	9.98E-05	NA	NA	NA	NA	NA	NA
scaffold-mi6	6152537	6177122	augustus_masked-scaffold-mi6-processed-gene-20.6	gpt2	GPT2	LOC106554518	-2.47874519	0.85009632	0.002847064	NA	NA	NA	-2.293103381	0.680692747	0.000457547	NA	NA	NA	NA	NA	NA
scaffold-mi6	8937003	8952478	augustus_masked-scaffold-mi6-processed-gene-29.13	hsd11b2	LOC103059298	LOC106545466	-1.593663459	0.910275313	0.033747846	NA	NA	NA	-2.641905483	0.760113241	0.000412504	NA	NA	NA	NA	NA	NA
scaffold-mi6	9326423	9360817	augustus_masked-scaffold-mi6-processed-gene-31.7	ranbp10	RANBP10	RANBP10	1.770304231	0.967042208	0.025900337	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi6	9616039	9620363	augustus_masked-scaffold-mi6-processed-gene-32.1	rrad	RRAD	GEM	3.021834162	1.100602681	0.002196333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi6	11231773	11301092	maker-scaffold-mi6-augustus-gene-37.5	LOC100560913	CDH8	CDH11	-2.10348144	1.403756659	0.022032143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma6	1298028	1310912	maker-scaffold-ma6-augustus-gene-4.10	cd36	CD36	SCARB2	-1.745665622	0.836069489	0.018443546	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma6	1760272	1766732	maker-scaffold-ma6-augustus-gene-5.6	hgf	HGF	NA	3.161326383	0.873473101	0.000365682	NA	NA	NA	1.630728217	1.089014425	0.033112509	NA	NA	NA	NA	NA	NA
scaffold-ma6	3041774	3047252	maker-scaffold-ma6-augustus-gene-10.8	rassf8	RASSF8	RASSF8	2.545033327	1.446682463	0.010309268	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma6	5605647	5634606	maker-scaffold-ma6-augustus-gene-18.11	smc1b	SMC1B	SMC1B	-1.701259571	1.381210635	0.042333093	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma6	5709960	5711425	maker-scaffold-ma6-augustus-gene-19.4	c8g	C8G	LOC106541987	-1.848339795	0.532770939	0.00115454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma6	12533121	12559188	maker-scaffold-ma6-augustus-gene-41.9	trabd	TRABD	TRABD	1.999829387	0.971178399	0.015620707	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma6	23039200	23051921	maker-scaffold-ma6-augustus-gene-76.5	slc38a2	SLC38A2	SLC38A4	2.354559832	1.067859538	0.009341138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma6	32295885	32301187	maker-scaffold-ma6-augustus-gene-107.8	tbc1d15	TBC1D15	TBC1D15	2.374769656	0.791637261	0.002575555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma6	42413998	42436033	maker-scaffold-ma6-augustus-gene-141.14	hal	HAL	HAL	-2.332138096	0.924298877	0.006019005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma6	44567474	44591108	maker-scaffold-ma6-augustus-gene-148.9	gas2l3	GAS2L3	GAS2L3	4.145972702	1.031499595	4.80E-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma6	44443729	44475695	maker-scaffold-ma6-augustus-gene-148.5	scyl2	SCYL2	SCYL2	1.730553231	1.16714986	0.038503631	NA	NA	NA	2.418633496	0.853981329	0.001769267	NA	NA	NA	NA	NA	NA
scaffold-ma6	44360984	44418668	augustus_masked-scaffold-ma6-processed-gene-148.1	uhrf1bp1l	LOC103054042	UHRF1BP1L	1.852628503	1.127802082	0.028968224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma6	50387133	50407147	augustus_masked-scaffold-ma6-processed-gene-168.0	gcat	GCAT	LOC106544389	1.051819344	0.530910239	0.038877135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma6	55528446	55558410	maker-scaffold-ma6-augustus-gene-185.10	txnrd1	LOC103049323	LOC106557038	2.605736602	1.029379872	0.00460214	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.480841406	1.466709759	0.014089642
scaffold-ma6	55735463	55830897	augustus_masked-scaffold-ma6-processed-gene-186.0	stab2	STAB2	LOC106557031	-0.908453517	0.449837253	0.04270951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma6	58384347	58408983	maker-scaffold-ma6-augustus-gene-194.12	kiaa1147	KIAA1147	KIAA1147	2.892717615	1.166631649	0.003595843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma6	58645547	58675405	maker-scaffold-ma6-augustus-gene-195.2	creb3l2	CREB3L2	CREB3	2.490767685	1.453810992	0.011316933	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi10	1551835	1552536	augustus_masked-scaffold-mi10-processed-gene-5.12	cdc42ep2	CDC42EP2	CDC42EP2	1.715398456	0.768507712	0.015141099	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi10	3186923	3197070	maker-scaffold-mi10-augustus-gene-10.40	adamts4	ADAMTS4	ADAMTS4	3.788378586	0.808220374	1.12E-05	NA	NA	NA	NA	NA	NA	-2.375231703	1.874700099	0.044808932	NA	NA	NA
scaffold-mi10	3186923	3197070	maker-scaffold-mi10-augustus-gene-10.40	adamts4	ADAMTS4	ADAMTS4	2.566773571	1.61496541	0.009193945	NA	NA	NA	NA	NA	NA	-2.375231703	1.874700099	0.044808932	NA	NA	NA
scaffold-mi10	5075175	5079123	maker-scaffold-mi10-augustus-gene-16.67	mcl1	MCL1	MCL1	1.912924934	0.831637387	0.011792226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi10	5075175	5079123	maker-scaffold-mi10-augustus-gene-16.67	mcl1	MCL1	MCL1	1.681466809	0.761893534	0.01622995	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi1	11618058	11636870	maker-scaffold-mi1-augustus-gene-38.10	eif4ebp1	EIF4EBP1	EIF4EBP1	2.197776009	0.770466079	0.003746368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi1	11684832	11691449	maker-scaffold-mi1-augustus-gene-39.14	star	STAR	STAR	4.132756946	1.260452904	0.00019014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi1	13213595	13235820	maker-scaffold-mi1-augustus-gene-44.7	bnip3l	BNIP3L	BNIP3L	1.324649788	0.673618615	0.031042582	NA	NA	NA	1.008565022	0.488154426	0.043542832	NA	NA	NA	NA	NA	NA
scaffold-mi1	13638349	13652104	maker-scaffold-mi1-augustus-gene-45.10	cdca2	LOC103058466	LOC106541420	1.668693265	1.16331828	0.043289231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi1	15575329	15596660	augustus_masked-scaffold-mi1-processed-gene-52.1	slc39a14	SLC39A14	SLC39A14	3.895691464	0.943274346	4.98E-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi1	17326869	17332119	maker-scaffold-mi1-augustus-gene-57.24	mat2a	LOC103051267	MAT2A	2.816482937	0.575259728	1.26E-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi1	17739767	17752363	maker-scaffold-mi1-augustus-gene-59.22	arid5a	ARID5A	ARID5A	2.035864873	1.565945991	0.021824576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi1	18248628	18271635	augustus_masked-scaffold-mi1-processed-gene-60.12	st14	ST14	LOC106548353	1.34124517	0.803318728	0.048017992	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi1	21726448	21729149	maker-scaffold-mi1-augustus-gene-72.9	NA	NA	NA	-2.865491001	1.006393694	0.00222368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-mi1	22099474	22105215	maker-scaffold-mi1-augustus-gene-73.30	slc37a4	SLC37A4	SLC37A4	-1.942255131	0.945740524	0.016562808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	1275648	1286725	maker-scaffold-ma2-augustus-gene-4.16	pbx2	PBX2	PBX2	2.382232006	0.942283721	0.005735822	NA	NA	NA	1.571569019	0.754741328	0.013377881	NA	NA	NA	NA	NA	NA
scaffold-ma2	2352495	2361361	maker-scaffold-ma2-augustus-gene-7.5	LOC103278044	LOC103066427	LOC106554235	3.207890122	0.866996843	0.000296002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	6428089	6489021	augustus_masked-scaffold-ma2-processed-gene-21.4	il17rc	IL17RC	IL17RC	2.067359437	1.481180365	0.022565172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	6428089	6489021	augustus_masked-scaffold-ma2-processed-gene-21.4	il17rc	IL17RC	IL17RC	1.604712401	1.586376782	0.032758705	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	7313534	7332546	augustus_masked-scaffold-ma2-processed-gene-24.4	impdh2	IMPDH2	IMPDH2	1.596946122	0.967049489	0.038273786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	16995166	17000255	maker-scaffold-ma2-augustus-gene-56.5	arl6ip5	ARL6IP5	PRAF2	1.474269976	0.613343578	0.013487741	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	19484668	19499989	maker-scaffold-ma2-augustus-gene-65.2	rybp	RYBP	RYBP	1.885113333	1.091624062	0.025942589	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	18900960	18937806	maker-scaffold-ma2-augustus-gene-63.17	atp7b	ATP7B	ATP7A	-3.914523628	0.942726917	4.67E-05	NA	NA	NA	-1.899163679	1.162243717	0.020959606	NA	NA	NA	NA	NA	NA
scaffold-ma2	18900960	18937806	maker-scaffold-ma2-augustus-gene-63.17	atp7b	ATP7B	ATP7A	-2.312931101	1.246954394	0.013840104	NA	NA	NA	-1.899163679	1.162243717	0.020959606	NA	NA	NA	NA	NA	NA
scaffold-ma2	18900960	18937806	maker-scaffold-ma2-augustus-gene-63.17	atp7b	ATP7B	ATP7A	-1.762629128	1.282005557	0.038660258	NA	NA	NA	-1.899163679	1.162243717	0.020959606	NA	NA	NA	NA	NA	NA
scaffold-ma2	18959983	18993214	augustus_masked-scaffold-ma2-processed-gene-63.7	nek5	NEK5	NEK5	-1.457408072	0.891868172	0.044567347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	26826858	26844885	maker-scaffold-ma2-augustus-gene-89.10	irak2	IRAK2	IRAK2	3.494660592	0.849013814	7.73E-05	NA	NA	NA	2.437275755	1.325510613	0.009890515	NA	NA	NA	NA	NA	NA
scaffold-ma2	29313990	29361596	maker-scaffold-ma2-augustus-gene-97.2	slc41a3	SLC41A3	LOC106545226	-1.931116331	0.821780773	0.010866268	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	36415606	36422394	maker-scaffold-ma2-augustus-gene-121.11	LOC100554414	LOC103057872	LOC106549518	-1.278172928	0.700457856	0.040367606	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	36143878	36152773	maker-scaffold-ma2-augustus-gene-120.9	LOC100552615	LOC103057400	LOC106543063	1.40096631	0.852022983	0.046840727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	37941595	37953474	maker-scaffold-ma2-augustus-gene-126.7	pde12	PDE12	PDE12	1.649229934	1.0881925	0.041626212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	44835370	44890130	augustus_masked-scaffold-ma2-processed-gene-149.3	LOC100553301	LOC103060470	LOC106554613	3.000686725	1.192755389	0.003039934	NA	NA	NA	NA	NA	NA	-2.835875192	2.314652163	0.033959237	NA	NA	NA
scaffold-ma2	44848027	44848099	trnascan-scaffold-ma2-noncoding-Pseudo_ACA-gene-149.0	NA	NA	NA	1.762568191	1.052098842	0.031042582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	50505324	50520175	maker-scaffold-ma2-augustus-gene-168.9	mst1r	LOC103059873	LOC106553529	1.617938965	0.83630032	0.025772016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	50505324	50520175	maker-scaffold-ma2-augustus-gene-168.9	mst1r	LOC103059873	LOC106553529	2.698123627	0.918933079	0.002239285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	58617199	58646212	augustus_masked-scaffold-ma2-processed-gene-195.2	LOC100553431	LOC103067319	LOC106546285	2.088797115	0.592870418	0.000898389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	63638536	63685105	augustus_masked-scaffold-ma2-processed-gene-212.6	nktr	NKTR	NKTR	-1.924062315	0.876704347	0.013686872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	64989706	65012565	maker-scaffold-ma2-augustus-gene-216.5	sar1b	SAR1B	LOC106540090	-1.55633986	0.747654979	0.021824576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	64989706	65012565	maker-scaffold-ma2-augustus-gene-216.5	sar1b	SAR1B	LOC106540090	-1.966091356	0.807096484	0.009215737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	65367397	65376018	maker-scaffold-ma2-augustus-gene-218.5	ube2b	UBE2B	UBE2B	1.890344836	0.655446071	0.004160867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	67941121	67958873	maker-scaffold-ma2-augustus-gene-226.7	ccni	LOC103061153	CCNI	2.779937122	1.71511834	0.005589838	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	73079963	73082171	maker-scaffold-ma2-augustus-gene-243.6	dusp1	DUSP1	DUSP1	1.719478075	0.618442479	0.005706925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	76495007	76526697	maker-scaffold-ma2-augustus-gene-255.5	spdl1	SPDL1	SPDL1	2.493105903	1.057193231	0.006536255	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	84164221	84189544	augustus_masked-scaffold-ma2-processed-gene-280.1	tecr	TECR	TECR	-1.569283221	1.052089442	0.046940556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	84350062	84351886	maker-scaffold-ma2-augustus-gene-281.12	LOC107982405	NA	LOC106544426	1.156372284	1.571826908	0.023543422	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	93298683	93305819	maker-scaffold-ma2-augustus-gene-311.14	wbp2	WBP2	WBP2	1.015195767	0.424686013	0.019673613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	93463924	93488648	maker-scaffold-ma2-augustus-gene-311.18	LOC103277829	LOC103050462	LOC106556138	2.143930263	1.229797266	0.018770995	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	94400459	94433459	maker-scaffold-ma2-augustus-gene-314.12	gga3	GGA3	GGA3	1.494849388	1.496620401	0.046438933	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	97098855	97110644	maker-scaffold-ma2-augustus-gene-323.7	csnk1d	CSNK1D	CSNK1D	2.014727938	0.713557084	0.004377674	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	98102534	98141653	maker-scaffold-ma2-augustus-gene-327.5	pgs1	PGS1	PGS1	1.641685529	1.569818758	0.033684081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	98084571	98087674	maker-scaffold-ma2-augustus-gene-327.7	socs3	SOCS3	SOCS3	2.54121379	0.991472651	0.004683659	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	100787216	100794123	maker-scaffold-ma2-augustus-gene-336.7	nptx1	NPTX1	LOC106538741	1.422282351	1.673267117	0.019209886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	108868402	108882340	augustus_masked-scaffold-ma2-processed-gene-363.0	suox	SUOX	SUOX	2.953181764	1.769356123	0.003735927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	110254151	110265646	maker-scaffold-ma2-augustus-gene-367.6	grasp	GRASP	GRASP	1.601314353	1.56680365	0.035131302	NA	NA	NA	1.5056633	1.122798628	0.045737333	NA	NA	NA	NA	NA	NA
scaffold-ma2	111167724	111182138	maker-scaffold-ma2-augustus-gene-370.8	gpd1	GPD1	GPD1	-3.119859903	0.795888839	0.000181002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	113861153	113864934	maker-scaffold-ma2-augustus-gene-379.6	hlf	HLF	HLF	-2.047777017	0.921920614	0.011928085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	116190594	116203862	maker-scaffold-ma2-augustus-gene-387.14	cd63	CD63	LOC106550367	1.620024137	1.033953002	0.040804072	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	122475202	122479898	maker-scaffold-ma2-augustus-gene-408.15	ddit3	DDIT3	DDIT3	1.62841693	0.773584262	0.019807372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	124041948	124049304	augustus_masked-scaffold-ma2-processed-gene-413.3	ntrk1	NTRK1	LOC106540381	-1.60655738	0.598458686	0.007389304	NA	NA	NA	-2.120091557	1.273770301	0.01644816	NA	NA	NA	NA	NA	NA
scaffold-ma2	124041948	124049304	augustus_masked-scaffold-ma2-processed-gene-413.3	ntrk1	NTRK1	LOC106540381	-1.60655738	0.598458686	0.007389304	NA	NA	NA	-2.286155894	0.74125847	0.000965354	NA	NA	NA	NA	NA	NA
scaffold-ma2	124041948	124049304	augustus_masked-scaffold-ma2-processed-gene-413.3	ntrk1	NTRK1	LOC106540381	-1.707505273	0.628218096	0.006457013	NA	NA	NA	-2.120091557	1.273770301	0.01644816	NA	NA	NA	NA	NA	NA
scaffold-ma2	124041948	124049304	augustus_masked-scaffold-ma2-processed-gene-413.3	ntrk1	NTRK1	LOC106540381	-1.707505273	0.628218096	0.006457013	NA	NA	NA	-2.286155894	0.74125847	0.000965354	NA	NA	NA	NA	NA	NA
scaffold-ma2	127445779	127466090	maker-scaffold-ma2-augustus-gene-424.14	LOC100567055	LOC103050098	LOC106550834	-2.752572262	0.834832216	0.001075516	NA	NA	NA	-3.088057817	0.790184883	0.000152064	NA	NA	NA	NA	NA	NA
scaffold-ma2	127588576	127590749	maker-scaffold-ma2-augustus-gene-425.10	bcdin3d	BCDIN3D	BCDIN3D	-1.733406255	1.193169181	0.039009147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	130517796	130524368	maker-scaffold-ma2-augustus-gene-435.19	LOC100552508	LOC103048136	LOC106552511	1.373765712	1.526044087	0.044264841	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	131202823	131210688	maker-scaffold-ma2-augustus-gene-437.12	LOC103280206	LOC103050218	TMEM184B	-2.42567689	1.487752153	0.012499595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	133719812	133778638	maker-scaffold-ma2-augustus-gene-446.17	l1cam	L1CAM	LOC106542841	1.866237902	1.658895862	0.021805322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	135570082	135571670	maker-scaffold-ma2-augustus-gene-452.26	LOC100553681	LOC103050025	S100A11	1.706039057	0.886720212	0.024294357	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	137266516	137298383	augustus_masked-scaffold-ma2-processed-gene-457.10	LOC100557872	LOC103067524	LOC106543388	-1.666110358	0.615936493	0.006756866	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	143891146	143973854	augustus_masked-scaffold-ma2-processed-gene-479.5	polq	POLQ	LOC106553030	2.194736682	1.136426912	0.014959042	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	143745329	143771965	maker-scaffold-ma2-augustus-gene-479.11	hgd	HGD	HGD	-1.836984046	1.130259947	0.029978661	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	146834079	146849129	maker-scaffold-ma2-augustus-gene-489.16	LOC100558615	C1S	C1S	2.106545319	0.74064648	0.003973467	NA	NA	NA	1.729396109	0.970607575	0.01979907	NA	NA	NA	NA	NA	NA
scaffold-ma2	148270500	148279260	maker-scaffold-ma2-augustus-gene-494.5	zyx	ZYX	ZYX	2.168597097	1.237969124	0.018095774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	155143524	155143854	maker-scaffold-ma2-augustus-gene-517.3	nrg1	LOC103051214	NRG1	2.851518922	1.061339718	0.002959086	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	155539589	155555381	maker-scaffold-ma2-augustus-gene-518.10	rnf170	RNF170	RNF170	-1.199422204	0.522794264	0.020118693	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	156593355	156663280	augustus_masked-scaffold-ma2-processed-gene-522.0	gak	GAK	GAK	3.368881616	1.61307604	0.002043166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	156593355	156663280	augustus_masked-scaffold-ma2-processed-gene-522.0	gak	GAK	GAK	2.750361384	1.658142448	0.006310571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	161391781	161419068	augustus_masked-scaffold-ma2-processed-gene-538.1	ptgr1	PTGR1	PTGR1	-1.679938984	0.740431829	0.014612832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	161543504	161631615	augustus_masked-scaffold-ma2-processed-gene-538.5	svep1	SVEP1	SVEP1	1.695433712	1.276573353	0.043410027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	171123192	171231403	augustus_masked-scaffold-ma2-processed-gene-570.1	mpdz	MPDZ	MPDZ	-1.398665186	0.686271782	0.026040885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	177998199	178031600	maker-scaffold-ma2-augustus-gene-593.9	aldh1a1	ALDH1A1	ALDH1A1	-2.322607983	1.594164966	0.013686872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	181407103	181478322	augustus_masked-scaffold-ma2-processed-gene-604.0	LOC100564704	TLE1	TLE1	1.197880544	0.598754633	0.032956402	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	182256940	182263709	maker-scaffold-ma2-augustus-gene-607.15	hnrnpk	HNRNPK	HNRNPK	1.608399785	0.94571235	0.035343067	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaffold-ma2	181966562	182002821	maker-scaffold-ma2-augustus-gene-607.8	rasef	RASEF	RASEF	2.304804912	1.06255623	0.01030213	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
