Chr,Start,End,GeneID,Homolog_Anolis,Homolog_Python,Homolog_Thamnophis,baseMean,log2FoldChange,lfcSE,pvalue,padj
scaffold-ma2,2636053,2636515,augustus_masked-scaffold-ma2-processed-gene-8.15,LOC100553536,LOC103054673,NA,1638.15004,-1.137560918,0.606630512,0.002100141,0.040454422
scaffold-ma2,5134334,5135038,augustus_masked-scaffold-ma2-processed-gene-17.3,LOC103278002,RNF225,RNF225,229.0331475,-2.638985612,0.858842502,1.18e-05,0.001033795
scaffold-ma2,6282605,6306788,augustus_masked-scaffold-ma2-processed-gene-21.0,camk1,CAMK1,CAMK1G,285.8493535,-3.920391554,1.08257519,1.16e-06,0.000172091
scaffold-ma2,8891039,8929483,augustus_masked-scaffold-ma2-processed-gene-29.1,LOC103277534,LOC103057400,LOC106543063,42.50496544,1.670504112,0.99062012,0.000965269,0.024422602
scaffold-ma2,15734563,15748616,maker-scaffold-ma2-augustus-gene-52.4,suclg2,SUCLG2,SUCLA2,1038.496245,-0.778915722,0.299155165,0.002195632,0.041525564
scaffold-ma2,18900960,18937806,maker-scaffold-ma2-augustus-gene-63.17,atp7b,ATP7B,ATP7A,9.601234613,-1.899163679,1.162243717,0.000768273,0.020959606
scaffold-ma2,26826858,26844885,maker-scaffold-ma2-augustus-gene-89.10,irak2,IRAK2,IRAK2,32.61014433,2.437275755,1.325510613,0.000249365,0.009890515
scaffold-ma2,27667523,27710639,maker-scaffold-ma2-augustus-gene-92.8,fgd5,FGD5,FGD5,136.2043447,0.915655487,0.418138666,0.002889386,0.049519081
scaffold-ma2,31929134,31952902,maker-scaffold-ma2-augustus-gene-106.6,ruvbl1,RUVBL1,RUVBL1,15.98179601,2.308728676,1.045902174,0.000135036,0.006361661
scaffold-ma2,33794738,33797199,augustus_masked-scaffold-ma2-processed-gene-112.6,LOC100560921,LOC103061285,LOC106555890,625.1404099,-1.568985187,1.507776586,0.002020472,0.039666309
scaffold-ma2,33804056,33807186,maker-scaffold-ma2-augustus-gene-112.17,LOC100560921,LOC103061285,NA,277.7115413,-3.87904186,1.250267142,3.95e-06,0.000449178
scaffold-ma2,39041738,39054157,maker-scaffold-ma2-augustus-gene-130.8,chdh,CHDH,CHDH,17.50292401,-3.028985081,1.341326028,5.68e-05,0.003430782
scaffold-ma2,39018936,39037212,maker-scaffold-ma2-augustus-gene-130.9,il17rb,IL17RB,IL17RB,547.7523256,-1.887282891,0.437141699,4.81e-08,1.35e-05
scaffold-ma2,42259654,42296941,augustus_masked-scaffold-ma2-processed-gene-141.0,syn2,SYN2,SYN2,25.57140837,-3.068819584,0.968643424,8.12e-06,0.000801223
scaffold-ma2,43763732,43779705,augustus_masked-scaffold-ma2-processed-gene-146.0,ogn,OGN,OGN,189.0954135,-1.415204386,0.540049714,9.92e-05,0.00504883
scaffold-ma2,62964094,62973260,maker-scaffold-ma2-augustus-gene-209.10,LOC103282302,SET,SET,2746.655641,-1.428467228,1.006021095,0.002615695,0.046752465
scaffold-ma2,64945646,64985569,augustus_masked-scaffold-ma2-processed-gene-216.4,sec24a,SEC24A,LOC106554860,13.81391397,1.605440314,1.14474893,0.001890231,0.038139803
scaffold-ma2,82149653,82170023,maker-scaffold-ma2-augustus-gene-273.15,ttc1,TTC1,TTC1,33.94318203,1.152026893,0.62232803,0.002106259,0.040518485
scaffold-ma2,88769955,88770637,maker-scaffold-ma2-augustus-gene-295.4,metrnl,METRNL,METRNL,1273.740001,-1.164467406,0.362227708,4.08e-05,0.002720329
scaffold-ma2,89914450,89943906,maker-scaffold-ma2-augustus-gene-299.14,glp2r,GLP2R,GLP2R,55.43803201,-1.502741568,1.137048387,0.002610474,0.046699223
scaffold-ma2,93156482,93191645,maker-scaffold-ma2-augustus-gene-311.9,acox1,ACOX1,ACOX1,37.57764992,-1.150723339,0.636094526,0.002327207,0.042966613
scaffold-ma2,97728989,97732240,maker-scaffold-ma2-augustus-gene-325.18,ppp1r27,PPP1R27,PPP1R27,19.49194771,1.248475127,0.703915825,0.001855342,0.037581502
scaffold-ma2,110254151,110265646,maker-scaffold-ma2-augustus-gene-367.6,grasp,GRASP,GRASP,14.95950298,1.5056633,1.122798628,0.00252815,0.045737333
scaffold-ma2,111116550,111133367,maker-scaffold-ma2-augustus-gene-370.5,asic1,ASIC1,LOC106552611,9.440373626,-2.137760555,1.303580641,0.000527698,0.016503935
scaffold-ma2,120573337,120582364,maker-scaffold-ma2-augustus-gene-402.9,krt18,KRT18,KRT18,4016.988009,-2.036090636,0.718273566,2.3e-05,0.001741288
scaffold-ma2,124041948,124049304,augustus_masked-scaffold-ma2-processed-gene-413.3,ntrk1,NTRK1,LOC106540381,6.895892719,-2.120091557,1.273770301,0.000522916,0.01644816
scaffold-ma2,124041948,124049304,augustus_masked-scaffold-ma2-processed-gene-413.3,ntrk1,NTRK1,LOC106540381,139.1077629,-2.286155894,0.74125847,1.06e-05,0.000965354
scaffold-ma2,124066620,124077662,maker-scaffold-ma2-augustus-gene-413.17,insrr,INSRR,INSRR,21.81880732,-2.00198889,1.043206482,0.000360832,0.012865769
scaffold-ma2,126719306,126775739,maker-scaffold-ma2-augustus-gene-422.10,LOC100565293,LOC103063622,HSD17B6,6.40834539,-2.964929705,1.559606073,9.5e-05,0.004923103
scaffold-ma2,127445779,127466090,maker-scaffold-ma2-augustus-gene-424.14,LOC100567055,LOC103050098,LOC106550834,2092.988297,-3.088057817,0.790184883,9.86e-07,0.000152064
scaffold-ma2,128664377,128676797,augustus_masked-scaffold-ma2-processed-gene-428.3,LOC100559713,LOC103060795,LOC106552999,9.781334221,-2.432736319,1.585991897,0.00032558,0.011978015
scaffold-ma2,129477863,129491297,maker-scaffold-ma2-augustus-gene-431.4,tbc1d25,TBC1D25,TBC1D25,223.725083,0.976022382,0.46723742,0.002635604,0.046947119
scaffold-ma2,137076045,137095516,maker-scaffold-ma2-augustus-gene-457.20,LOC103277728,LOC103051281,NA,892.8933982,-2.485490853,0.704047786,2.7e-06,0.000322591
scaffold-ma2,138350589,138403406,augustus_masked-scaffold-ma2-processed-gene-461.0,rimklb,AOC1,AOC1,7.558860991,-1.498037673,1.242703106,0.002929835,0.049980343
scaffold-ma2,139197776,139209461,maker-scaffold-ma2-augustus-gene-464.1,tmem52b,TMEM52B,TMEM52B,28.47536058,-1.538787293,0.975046435,0.00153657,0.033112509
scaffold-ma2,142711499,142762385,augustus_masked-scaffold-ma2-processed-gene-475.2,epor,EPOR,EPOR,14.60503823,-2.139218191,1.317201753,0.000538234,0.016692394
scaffold-ma2,146488348,146495433,maker-scaffold-ma2-augustus-gene-488.9,hsd3b1,LOC103067418,LOC106542700,170.2791884,-2.266967471,1.080381117,0.00018177,0.0078854
scaffold-ma2,146447910,146470210,maker-scaffold-ma2-augustus-gene-488.8,hao2,HAO2,HAO2,7.898754859,-4.83131092,1.423221706,3.8e-07,7.39e-05
scaffold-ma2,146738809,146750372,maker-scaffold-ma2-augustus-gene-489.9,LOC100561115,LOC103064806,LOC106553992,15.16456795,-3.203042783,0.978456707,5.74e-06,0.000602336
scaffold-ma2,146834079,146849129,maker-scaffold-ma2-augustus-gene-489.16,LOC100558615,C1S,C1S,32.56385619,1.729396109,0.970607575,0.000703612,0.01979907
scaffold-ma2,147865722,147878088,maker-scaffold-ma2-augustus-gene-493.5,gstk1,GSTK1,NA,218.3529647,-1.632210207,0.907331549,0.000775869,0.021091279
scaffold-ma2,149405572,149410198,maker-scaffold-ma2-augustus-gene-498.6,spink2,SPINK2,NA,345.6109976,-1.758153371,1.109599973,0.001049908,0.025903123
scaffold-ma2,151009028,151023853,maker-scaffold-ma2-augustus-gene-503.13,LOC100567226,LOC103054837,LOC106552536,28.53756853,-1.583466306,1.029113561,0.001541778,0.033131525
scaffold-ma2,157092952,157139287,maker-scaffold-ma2-augustus-gene-523.8,LOC103277749,QRSL1,LOC106555180,45.34456551,2.574976559,0.923991528,2.64e-05,0.001912284
scaffold-ma2,157092952,157139287,maker-scaffold-ma2-augustus-gene-523.8,LOC103277749,QRSL1,LOC106555180,123.1356783,2.208147611,0.509152173,8.03e-08,2.01e-05
scaffold-ma2,160496031,160505057,maker-scaffold-ma2-augustus-gene-535.5,slc46a2,SLC46A2,SLC46A2,61.58791033,-1.746428715,1.13048672,0.00115406,0.027509979
scaffold-ma2,161157776,161177205,maker-scaffold-ma2-augustus-gene-537.7,cunh9orf84,CUNH9orf84,CUNH9orf84,6.261695089,-1.968084133,1.585805062,0.000866706,0.022615801
scaffold-ma2,161365572,161375445,maker-scaffold-ma2-augustus-gene-537.10,snx30,SNX30,SNX30,14.66023457,-1.539243219,0.794423556,0.000621604,0.018346287
scaffold-ma2,171330419,171351488,maker-scaffold-ma2-augustus-gene-571.2,lurap1l,LOC103053377,LURAP1L,400.9727969,-1.287463447,0.712628776,0.001536418,0.033112509
scaffold-ma2,176052460,176059273,maker-scaffold-ma2-augustus-gene-586.2,dmrt2,DMRT2,DMRT2,47.24968749,-2.313820116,0.973702982,8.74e-05,0.004595428
scaffold-ma2,202075787,202079494,maker-scaffold-ma2-augustus-gene-673.5,nr2f1,NR2F1,NR2F1,51.76872758,-1.355697585,0.628408883,0.00049854,0.015946387
scaffold-ma2,210900972,210913334,maker-scaffold-ma2-augustus-gene-703.6,scamp1,SCAMP1,SCAMP1,14.4330446,2.773249895,1.625870162,0.000152185,0.006919089
scaffold-ma2,212020037,212070249,maker-scaffold-ma2-augustus-gene-706.2,pik3r1,PIK3R1,PIK3R1,25.96941159,-1.743116185,0.880593766,0.000409846,0.013787104
scaffold-ma2,211656018,211668783,maker-scaffold-ma2-augustus-gene-705.15,serinc5,SERINC5,SERINC5,582.9538994,0.935214945,0.346510869,0.000755681,0.02073194
scaffold-ma2,216951070,216970341,maker-scaffold-ma2-augustus-gene-723.6,snx18,SNX18,SNX18,104.3810928,-0.933424652,0.419077095,0.002425719,0.044291754
scaffold-mi8,2374514,2383621,maker-scaffold-mi8-augustus-gene-8.10,fam192a,FAM192A,FAM192A,22.22380679,1.4507169,0.801389417,0.001035972,0.025624448
scaffold-mi8,3570001,3575667,maker-scaffold-mi8-augustus-gene-11.10,h6pd,H6PD,H6PD,229.8174515,-1.758400722,0.887666142,0.000400713,0.013611817
scaffold-mi8,4721242,4722081,augustus_masked-scaffold-mi8-processed-gene-15.7,LOC100561724,GJB1,GJB1,6.436815768,-1.510845112,1.068396009,0.002233639,0.042016736
scaffold-mi8,5022314,5024186,maker-scaffold-mi8-augustus-gene-16.44,tsc22d3,TSC22D3,LOC106551798,94.46964067,-1.464314175,0.768751929,0.000783769,0.021250543
scaffold-mi8,4918723,4932984,maker-scaffold-mi8-augustus-gene-16.41,dgkk,DGKD,DGKK,136.6782194,-2.380781754,0.699386984,3.82e-06,0.000437431
scaffold-mi8,5087601,5100246,augustus_masked-scaffold-mi8-processed-gene-17.1,frmpd3,FRMPD3,FRMPD3,381.6442869,-1.056280638,0.511385638,0.001898709,0.038196849
scaffold-mi8,5081464,5084884,maker-scaffold-mi8-augustus-gene-17.27,slc25a53,SLC25A53,SLC25A53,5.891464464,-2.197868581,1.46294702,0.000543592,0.016819037
scaffold-mi8,6538641,6556092,maker-scaffold-mi8-augustus-gene-21.22,cbfa2t3,CBFA2T3,LOC106544051,48.09033598,-3.276351166,1.072418623,9.14e-06,0.000857721
scaffold-mi8,7521569,7536592,augustus_masked-scaffold-mi8-processed-gene-25.2,LOC100566652,CASTOR1,CASTOR1,23.68507056,-1.732032429,1.196980291,0.001393012,0.031223558
scaffold-mi8,7501822,7513812,maker-scaffold-mi8-augustus-gene-25.14,tbc1d10a,TBC1D10A,TBC1D10A,30.24038916,1.32564865,0.795362944,0.001947647,0.038792489
scaffold-mi8,8066293,8075921,maker-scaffold-mi8-augustus-gene-26.28,NA,AGTRAP,NA,919.4722789,-1.171933963,0.577196431,0.001280007,0.029484053
scaffold-mi8,8247122,8248279,augustus_masked-scaffold-mi8-processed-gene-27.8,aplnr,GPR25,LOC106549869,15.78992778,-2.901953006,1.366383371,8.34e-05,0.004429739
scaffold-mi8,8872264,8881826,augustus_masked-scaffold-mi8-processed-gene-29.11,rilpl2,RILPL2,NA,391.2015511,-1.299745821,0.629522921,0.000760474,0.020808607
scaffold-mi8,8558665,8561817,maker-scaffold-mi8-augustus-gene-29.33,piezo1,PIEZO1,LOC106548271,353.2057716,-1.281796761,0.572873531,0.000498384,0.015946387
scaffold-mi8,9140474,9147134,maker-scaffold-mi8-augustus-gene-30.29,NA,CCDC62,LOC106543136,8.214814655,1.522558574,1.230204499,0.002713591,0.047888215
scaffold-mi8,9451616,9458804,maker-scaffold-mi8-augustus-gene-31.19,psmd9,PSMD9,PSMD9,977.1719406,-1.323840915,0.705942135,0.001173181,0.027791982
scaffold-mi8,9397688,9401393,maker-scaffold-mi8-augustus-gene-31.30,rhof,RHOF,RHOF,125.3095548,-1.297452599,0.683571537,0.001188558,0.027996994
scaffold-mi8,10144416,10165695,maker-scaffold-mi8-augustus-gene-33.21,rph3a,RPH3A,RPH3A,4.969424003,-1.622490496,1.58427707,0.00154435,0.033152577
scaffold-mi8,10932215,10939420,maker-scaffold-mi8-augustus-gene-35.53,slc2a9,LOC103065363,LOC106550575,32.58916146,1.518922862,0.740647949,0.000466963,0.01533687
scaffold-un4261,523,885,augustus_masked-scaffold-un4261-processed-gene-0.0,NA,NA,NA,51.09832265,2.29677005,1.140054041,0.0002136,0.00889557
scaffold-un18,99101,109409,maker-scaffold-un18-augustus-gene-0.19,NA,NA,NA,66.98971111,-2.59349757,1.118903527,8.32e-05,0.004429739
scaffold-un599,189,5840,maker-scaffold-un599-augustus-gene-0.1,NA,NA,NA,762.5599316,-1.262736408,0.636162019,0.00105251,0.025936585
scaffold-un22,200866,207804,maker-scaffold-un22-augustus-gene-0.27,NA,NA,NA,162.7409153,1.694436363,1.135708853,0.001386416,0.0311764
scaffold-un12,12346,27314,augustus_masked-scaffold-un12-processed-gene-0.4,NA,NA,NA,31.20094623,-1.846828792,1.321434982,0.001185857,0.027996994
scaffold-un12,246390,270560,augustus_masked-scaffold-un12-processed-gene-0.7,NA,NA,NA,93.69459068,-1.272742439,0.675752462,0.001323247,0.030178535
scaffold-un20,314568,327138,maker-scaffold-un20-augustus-gene-0.32,NA,NA,NA,51.25527173,-1.259470457,0.744132548,0.002173202,0.041288858
scaffold-un450,2,4048,maker-scaffold-un450-augustus-gene-0.1,NA,NA,NA,81.61395413,-2.213307484,0.846038999,4.59e-05,0.002996415
scaffold-un10,688356,691944,maker-scaffold-un10-augustus-gene-2.6,NA,NA,NA,19.43847103,-2.457723084,1.433600797,0.000282535,0.010814762
scaffold-un10,2169311,2182365,maker-scaffold-un10-augustus-gene-7.12,NA,NA,NA,126.5934375,-1.144679727,0.549269702,0.001246718,0.029038408
scaffold-un32,148080,158318,maker-scaffold-un32-augustus-gene-0.4,NA,NA,NA,3882.339537,-2.928232279,0.52238308,8.35e-10,5.61e-07
scaffold-un154,10037,10831,augustus_masked-scaffold-un154-processed-gene-0.2,NA,NA,NA,379.0573127,-2.767274273,0.90178067,1.18e-05,0.001033795
scaffold-un315,2072,7003,maker-scaffold-un315-augustus-gene-0.1,NA,NA,NA,368.7974576,-1.357497823,0.532610713,0.000150557,0.006887229
scaffold-un682,1480,5237,maker-scaffold-un682-augustus-gene-0.2,NA,NA,NA,832.3184217,-2.686248858,0.784228424,4.19e-06,0.000471604
scaffold-un168,1956,3218,augustus_masked-scaffold-un168-processed-gene-0.0,NA,NA,NA,435.7931448,-1.844449102,0.585451739,7.3e-06,0.000741684
scaffold-un81,51233,52378,augustus_masked-scaffold-un81-processed-gene-0.0,NA,NA,NA,237.4030027,0.938808496,0.440528118,0.00290531,0.049751041
scaffold-un194,21423,23743,augustus_masked-scaffold-un194-processed-gene-0.0,NA,NA,NA,53.45078365,3.646050321,0.927211993,6.66e-07,0.000117193
scaffold-un597,609,3272,maker-scaffold-un597-augustus-gene-0.1,NA,NA,NA,23.72710196,-1.574078982,1.065955767,0.001769636,0.036412182
scaffold-un873,36,737,augustus_masked-scaffold-un873-processed-gene-0.0,NA,NA,NA,198.2259398,-1.438996143,0.757937678,0.00084004,0.022141973
scaffold-un148,26936,28081,augustus_masked-scaffold-un148-processed-gene-0.3,NA,NA,NA,586.3080515,-1.285142901,0.731117013,0.001740542,0.035991375
scaffold-un24,111533,113542,maker-scaffold-un24-augustus-gene-0.19,NA,NA,NA,121.2415385,-2.867524017,0.766501355,1.65e-06,0.000215856
scaffold-un24,111533,113542,maker-scaffold-un24-augustus-gene-0.19,NA,NA,NA,164.4975469,-2.482759808,0.720142631,3.55e-06,0.000412504
scaffold-un24,11121,14493,augustus_masked-scaffold-un24-processed-gene-0.3,NA,NA,NA,39.02103699,-1.853937987,1.275771927,0.001103366,0.02680909
scaffold-un339,549,1427,augustus_masked-scaffold-un339-processed-gene-0.0,NA,NA,NA,75.80620666,-1.600761662,0.66833385,0.000139119,0.006524475
scaffold-un1206,103,1732,maker-scaffold-un1206-augustus-gene-0.1,NA,NA,NA,110.4542141,-2.025570937,0.653372046,9.01e-06,0.000851911
scaffold-un807,796,4964,maker-scaffold-un807-augustus-gene-0.2,NA,NA,NA,221.7985835,-1.153896667,0.642944192,0.002377063,0.043648667
scaffold-un141,27802,32364,maker-scaffold-un141-augustus-gene-0.3,NA,NA,NA,23.74695863,-1.200478233,0.73479888,0.002922013,0.04991392
scaffold-un11,914306,930813,maker-scaffold-un11-augustus-gene-3.9,NA,NA,NA,33.54557062,1.792247544,1.000298961,0.000630784,0.018492128
scaffold-un11,1816470,1843838,augustus_masked-scaffold-un11-processed-gene-6.1,NA,NA,NA,12.37261863,-2.060778997,1.282662137,0.000626778,0.018434171
scaffold-un1143,1080,2224,augustus_masked-scaffold-un1143-processed-gene-0.0,NA,NA,NA,1055.263309,-1.051806543,0.526853013,0.002260382,0.042258923
